gene,gene_type,log2FC_g0_minus_g1,t,p,abs_t
P3H4,protein_coding,1.0917907,14.53635,3.1696118e-37,14.53635
RN7SKP240,misc_RNA,-0.9214071,-14.533737,5.6873473e-33,14.533737
AC078955.1,lncRNA,-0.9863666,-14.53349,8.526742e-33,14.53349
PHGDH,protein_coding,1.5069451,14.532609,5.0546723e-37,14.532609
AC092902.2,lncRNA,-1.1327417,-14.531019,7.692775e-35,14.531019
AC010342.1,processed_pseudogene,0.777725,14.528669,1.2191703e-35,14.528669
AC008264.1,processed_pseudogene,-0.9128526,-14.526534,7.6512394e-35,14.526534
PTGES2,protein_coding,0.81205463,14.526174,3.4721443e-37,14.526174
NDUFA10,protein_coding,0.74289656,14.525315,2.362175e-36,14.525315
RNA5SP197,rRNA_pseudogene,-0.8646529,-14.5253105,7.2036365e-34,14.5253105
RAB9A,protein_coding,0.9501815,14.522782,4.2764024e-37,14.522782
GNGT2,protein_coding,1.044091,14.522039,1.7569557e-35,14.522039
NDUFA4L2,protein_coding,1.6600232,14.520887,1.03331525e-36,14.520887
RNA5SP343,rRNA,-0.94556236,-14.520643,7.77827e-34,14.520643
SNHG30,lncRNA,1.0054002,14.519564,2.6404823e-36,14.519564
DCP1B,protein_coding,0.8465798,14.519138,4.2265497e-36,14.519138
SLC39A7,protein_coding,1.0909581,14.518222,3.8804645e-37,14.518222
AC027251.1,lncRNA,-0.9123175,-14.517931,4.1120427e-33,14.517931
BRMS1,protein_coding,0.74902725,14.517422,1.2261646e-36,14.517422
NECTIN2,protein_coding,1.173645,14.514095,3.635873e-37,14.514095
AC105137.2,lncRNA,-0.9544148,-14.512536,8.922274e-37,14.512536
RNU6-1010P,snRNA,-1.7201185,-14.512377,3.699861e-36,14.512377
CYHR1,protein_coding,0.92013884,14.512014,4.0241714e-37,14.512014
PRR18,protein_coding,1.5183783,14.508451,1.1546614e-35,14.508451
Y_RNA,misc_RNA,-1.0178956,-14.508191,7.439532e-34,14.508191
GPANK1,protein_coding,0.8373294,14.506605,4.0829694e-37,14.506605
UBP1,protein_coding,1.0213249,14.505592,1.1188373e-36,14.505592
AC093865.1,lncRNA,-0.8615179,-14.50531,1.644713e-34,14.50531
CXorf56,protein_coding,0.7099452,14.504379,1.5934515e-36,14.504379
AL807757.2,lncRNA,-1.060841,-14.502732,7.145934e-36,14.502732
DNAJB6P2,processed_pseudogene,-0.80565643,-14.502395,2.9005734e-34,14.502395
SNORD92,snoRNA,-1.1641268,-14.495796,1.0153894e-34,14.495796
SLC30A5,protein_coding,0.8652594,14.49569,2.0671614e-36,14.49569
TMEM97,protein_coding,1.2312651,14.495556,4.275663e-37,14.495556
MIR8075,miRNA,-1.3092153,-14.492788,6.1778054e-36,14.492788
TCEAL3-AS1,lncRNA,-1.0551418,-14.491886,2.607001e-34,14.491886
CMIP,protein_coding,1.148772,14.4911585,4.728171e-37,14.4911585
TSPAN5,protein_coding,1.1284537,14.490511,4.504024e-37,14.490511
MIR617,miRNA,-1.1284028,-14.490391,2.42267e-32,14.490391
MRPS21P3,processed_pseudogene,-1.2306075,-14.490135,1.1153635e-35,14.490135
PRELID3B,protein_coding,1.0657554,14.488096,9.104242e-37,14.488096
AC138207.3,processed_pseudogene,1.342015,14.48782,1.2636877e-36,14.48782
RNU7-73P,snRNA,-1.1814541,-14.485903,8.975919e-33,14.485903
AP001020.3,lncRNA,-0.61013544,-14.485626,1.8303113e-34,14.485626
HMGN2P7,processed_pseudogene,0.9372292,14.484129,2.2700924e-35,14.484129
C1orf56,protein_coding,0.89913964,14.482037,1.0415012e-36,14.482037
UBE2SP1,processed_pseudogene,1.25985,14.4798,8.368088e-36,14.4798
DNTTIP2,protein_coding,0.94672513,14.479462,4.2025448e-36,14.479462
SLC66A1,protein_coding,0.8903127,14.478983,8.961196e-37,14.478983
TMEM30BP1,processed_pseudogene,-0.8766047,-14.4787655,2.3574872e-35,14.4787655
AC002401.1,lncRNA,-0.8457397,-14.477679,3.7790186e-35,14.477679
ALAS1,protein_coding,0.80313826,14.477521,8.089553e-37,14.477521
AC090539.2,processed_pseudogene,-0.9259244,-14.477058,8.46123e-33,14.477058
MIR3685,miRNA,1.9411002,14.47526,6.168378e-37,14.47526
TMEM104,protein_coding,1.0386524,14.475103,5.520136e-37,14.475103
CCDC22,protein_coding,0.83211565,14.473937,5.9904783e-37,14.473937
NACC1,protein_coding,1.1006761,14.473097,5.6345866e-37,14.473097
EVL,protein_coding,1.2826426,14.472987,5.2296405e-37,14.472987
NUPR1,protein_coding,0.928931,14.472059,3.9428713e-36,14.472059
MFSD4B,protein_coding,-0.97610223,-14.471682,2.0128672e-35,14.471682
MAT2A,protein_coding,1.1180291,14.471645,1.0756819e-36,14.471645
CNOT7,protein_coding,1.0396497,14.471372,2.2818921e-35,14.471372
ZNF410,protein_coding,-0.6801627,-14.471124,3.107377e-34,14.471124
SETD9,protein_coding,1.0327203,14.469804,2.0248355e-36,14.469804
AC105036.3,lncRNA,-0.67610955,-14.469287,2.0007542e-35,14.469287
AP003108.2,protein_coding,-0.5913235,-14.468159,1.6572202e-34,14.468159
PEX16,protein_coding,0.7433033,14.467778,6.6547243e-37,14.467778
COX5B,protein_coding,0.722538,14.466885,1.3491777e-35,14.466885
RALGAPA1,protein_coding,-1.1863627,-14.4661045,1.0917791e-36,14.4661045
TRAF7,protein_coding,0.93917274,14.466023,5.782334e-37,14.466023
FLAD1,protein_coding,0.7255306,14.462462,6.532403e-37,14.462462
PPP1R14BP5,processed_pseudogene,-0.90269864,-14.462049,5.7841623e-34,14.462049
PPIAP51,processed_pseudogene,-1.0958017,-14.461862,9.454983e-36,14.461862
SH2B2,protein_coding,1.3602998,14.461664,4.3706313e-36,14.461664
AC005776.1,processed_pseudogene,-1.218708,-14.458808,1.49573585e-36,14.458808
MIR27B,miRNA,-1.9871497,-14.457751,3.4328564e-36,14.457751
MAGEF1,protein_coding,1.059711,14.45622,7.926335e-37,14.45622
CARD19,protein_coding,1.0010581,14.455984,2.100359e-36,14.455984
CD3E,protein_coding,1.2545133,14.453356,3.9537143e-33,14.453356
SORCS3-AS1,lncRNA,-0.9991995,-14.452686,1.0493396e-32,14.452686
DLD,protein_coding,1.0662217,14.45141,6.017257e-36,14.45141
AL731563.2,lncRNA,-0.9462666,-14.451282,1.6264826e-34,14.451282
FARSA-AS1,lncRNA,-1.3102081,-14.44934,3.9537405e-36,14.44934
AC009506.1,lncRNA,0.9154928,14.44644,8.948959e-37,14.44644
SMG7-AS1,lncRNA,-0.67309445,-14.445642,7.040974e-37,14.445642
PDCD2,protein_coding,0.90700364,14.444661,6.7371027e-37,14.444661
AC087203.2,processed_pseudogene,-1.05635,-14.444007,5.0048024e-33,14.444007
C12orf76,protein_coding,0.9895537,14.443426,1.1295171e-36,14.443426
CLDN20,protein_coding,-1.1761229,-14.441631,7.3267646e-37,14.441631
CNTNAP3P2,unprocessed_pseudogene,-0.9744698,-14.439997,7.716683e-35,14.439997
TST,protein_coding,0.9509201,14.435206,1.2729472e-36,14.435206
VPS13C,protein_coding,-1.249841,-14.432498,4.431166e-36,14.432498
AC090692.3,lncRNA,-1.4701049,-14.432427,2.425358e-34,14.432427
USP3-AS1,lncRNA,-0.61915004,-14.43076,5.804859e-34,14.43076
SERPINE2,protein_coding,1.4659138,14.430042,8.17613e-37,14.430042
PGLYRP1,protein_coding,-1.1489475,-14.426809,8.478444e-37,14.426809
AC010491.2,lncRNA,-0.72424674,-14.426421,1.5913048e-35,14.426421
AP000763.2,processed_pseudogene,1.8344033,14.426347,3.528283e-36,14.426347
PEX10,protein_coding,0.8715682,14.425353,8.00401e-37,14.425353
FGF12-AS1,lncRNA,-0.9955608,-14.425124,1.14613175e-32,14.425124
FKBP7,protein_coding,1.2534995,14.424127,9.924502e-37,14.424127
EFNB3,protein_coding,1.8616242,14.423587,1.9199387e-36,14.423587
AC005332.4,transcribed_unprocessed_pseudogene,1.3810902,14.421728,1.0308034e-36,14.421728
KARS1,protein_coding,0.86448145,14.421524,3.1044107e-36,14.421524
MFAP4,protein_coding,2.1595714,14.419345,4.5564885e-36,14.419345
MIR1180,miRNA,-1.7396498,-14.41729,1.0224508e-36,14.41729
VPS33A,protein_coding,0.70365,14.417202,3.3990362e-36,14.417202
STK32C,protein_coding,1.0407147,14.4165945,1.1550271e-36,14.4165945
AC006160.1,lncRNA,-0.9622934,-14.415311,2.052372e-36,14.415311
TKT,protein_coding,0.97283316,14.414925,8.917555e-37,14.414925
AC079880.2,processed_pseudogene,-0.7920569,-14.413935,1.6912885e-34,14.413935
AL109840.1,unprocessed_pseudogene,1.0398483,14.412645,5.104794e-34,14.412645
Y_RNA,misc_RNA,-1.218193,-14.412,2.4272495e-35,14.412
RN7SL12P,misc_RNA,-0.82111293,-14.41015,1.0426562e-33,14.41015
CSNK1E,protein_coding,1.2908301,14.408647,9.8114e-37,14.408647
AC022537.1,lncRNA,-1.0498321,-14.401598,3.4803e-32,14.401598
RNU6-444P,snRNA,-1.4402397,-14.4015,1.1836657e-35,14.4015
GOLM1,protein_coding,1.2523508,14.400067,1.4451689e-36,14.400067
SNX24,protein_coding,0.8717663,14.399252,2.8135627e-36,14.399252
AP000866.6,lncRNA,-1.1400837,-14.399233,4.4374183e-35,14.399233
RNA5SP304,rRNA_pseudogene,-1.196198,-14.39829,4.2197625e-34,14.39829
FARSA,protein_coding,0.8812518,14.397433,1.05091645e-36,14.397433
PMPCB,protein_coding,0.8556256,14.397056,5.0767466e-36,14.397056
GRHPR,protein_coding,0.78323317,14.396988,1.1363209e-36,14.396988
SPDYE2,protein_coding,-1.1524551,-14.396355,6.152109e-36,14.396355
AC090952.1,lncRNA,-0.7509932,-14.391633,5.705582e-35,14.391633
RNU6-879P,snRNA,-1.6049008,-14.39085,2.807514e-34,14.39085
B4GALT4,protein_coding,0.88580656,14.390706,1.20155025e-36,14.390706
FKRP,protein_coding,0.99688244,14.390131,1.1295502e-36,14.390131
AL122020.2,lncRNA,-0.72767156,-14.387914,1.234005e-36,14.387914
AC009560.2,misc_RNA,-0.90682775,-14.38752,1.2055816e-32,14.38752
AL139404.1,snoRNA,-1.0784022,-14.387301,1.1399197e-32,14.387301
VTI1B,protein_coding,0.8788543,14.386164,6.492849e-36,14.386164
DCUN1D5,protein_coding,0.82470775,14.384396,1.2299098e-35,14.384396
RPSAP46,processed_pseudogene,0.67644083,14.381899,1.2721248e-34,14.381899
AC095059.1,lncRNA,-1.4232398,-14.380766,1.1987321e-32,14.380766
TMEM145,protein_coding,1.8407886,14.380512,4.6679369e-35,14.380512
SPOP,protein_coding,0.8898301,14.380154,2.3012675e-36,14.380154
SOCS1,protein_coding,1.4680657,14.378961,7.4288654e-35,14.378961
AC021860.1,lncRNA,-0.75211895,-14.377312,4.535705e-34,14.377312
REXO1,protein_coding,1.0915678,14.376922,3.1942438e-36,14.376922
AC003093.1,lncRNA,-0.75249755,-14.376397,1.4546402e-33,14.376397
MIR629,miRNA,-1.0372931,-14.376325,6.3399524e-33,14.376325
SNRPGP15,processed_pseudogene,1.0822198,14.376181,3.1070388e-36,14.376181
Y_RNA,misc_RNA,-1.6054816,-14.376038,8.620215e-36,14.376038
DCST1-AS1,lncRNA,1.0767429,14.374727,7.0317906e-35,14.374727
AC139149.1,lncRNA,-0.9362129,-14.374079,2.575232e-36,14.374079
AL096855.2,processed_pseudogene,-1.0515792,-14.373889,4.3394729e-35,14.373889
RTL5,protein_coding,1.2750854,14.373329,2.1036366e-36,14.373329
NPIPP1,transcribed_unprocessed_pseudogene,1.404172,14.373283,2.6108067e-36,14.373283
RNA5SP28,rRNA_pseudogene,-1.4123254,-14.372517,7.6031956e-36,14.372517
SF3B2,protein_coding,1.0116162,14.372476,1.5753441e-36,14.372476
PXMP2,protein_coding,0.94330215,14.371374,1.3807567e-36,14.371374
LDHAP7,processed_pseudogene,0.82847965,14.367474,5.3664274e-34,14.367474
PCDHGB4,protein_coding,-1.3001469,-14.3673935,2.059373e-36,14.3673935
Y_RNA,misc_RNA,-1.2089124,-14.367133,2.6358308e-33,14.367133
AC069547.2,lncRNA,-0.7492743,-14.3638,5.6764273e-34,14.3638
SDHAF4,protein_coding,0.93523407,14.362914,5.8729374e-35,14.362914
CDK20,protein_coding,0.92365766,14.362757,1.3842951e-36,14.362757
MIR2681,miRNA,-1.4771068,-14.360452,1.5692023e-33,14.360452
SNORD115-38,snoRNA,-1.0930651,-14.359712,4.2438226e-32,14.359712
Y_RNA,misc_RNA,-1.0508677,-14.358594,1.01170405e-32,14.358594
AC090617.6,TEC,-1.2039701,-14.357822,1.3752739e-35,14.357822
RNA5SP203,rRNA_pseudogene,-1.4632721,-14.357722,1.5299223e-36,14.357722
HSPA8P9,processed_pseudogene,0.59950984,14.357259,2.0075584e-35,14.357259
RNU6-396P,snRNA,-1.0314531,-14.356574,3.387881e-33,14.356574
AL136097.2,lncRNA,-0.84877014,-14.354015,7.1643006e-35,14.354015
TMEM79,protein_coding,0.92576337,14.353037,1.5279488e-36,14.353037
TRIM28,protein_coding,1.1218476,14.3525305,1.837092e-36,14.3525305
COLCA2,protein_coding,1.3065275,14.35113,1.2358778e-34,14.35113
RNU6-1195P,snRNA,-0.8707082,-14.349959,2.0081681e-32,14.349959
B4GAT1,protein_coding,1.0334897,14.349836,1.5537497e-36,14.349836
NRBF2P5,processed_pseudogene,-1.0637197,-14.349242,2.8123166e-35,14.349242
ESS2,protein_coding,0.8887465,14.347767,1.6902438e-36,14.347767
AC109927.1,lncRNA,-0.6822565,-14.346983,4.2989284e-34,14.346983
GRK2,protein_coding,0.97835016,14.346622,1.6541915e-36,14.346622
AC243960.2,processed_pseudogene,0.9809519,14.346153,1.6340553e-36,14.346153
AP000813.1,lncRNA,0.90315425,14.341108,2.4547682e-36,14.341108
THAP7,protein_coding,0.80103683,14.338099,1.7459095e-36,14.338099
RPL15P3,processed_pseudogene,1.6334553,14.337115,1.3406178e-34,14.337115
AC007000.2,processed_pseudogene,-1.0337296,-14.336067,2.9403474e-33,14.336067
SAYSD1,protein_coding,0.8117871,14.335229,1.787671e-36,14.335229
BMERB1,protein_coding,1.1967816,14.333553,2.426098e-36,14.333553
AL591167.1,lncRNA,-0.96183264,-14.332942,4.9007044e-34,14.332942
SNORD83A,snoRNA,-1.5559782,-14.330139,6.323419e-36,14.330139
CD4,protein_coding,1.4421301,14.32843,2.9458838e-36,14.32843
ATM,protein_coding,-1.135097,-14.32666,1.8146373e-35,14.32666
Y_RNA,misc_RNA,-1.2056779,-14.32576,1.4641358e-35,14.32576
CDK2,protein_coding,1.168334,14.323216,2.0180353e-36,14.323216
AC112907.3,lncRNA,-0.83414614,-14.322522,5.998485e-36,14.322522
SCRG1,protein_coding,1.5252237,14.321367,3.700153e-36,14.321367
CPNE2,protein_coding,1.3054824,14.32117,2.6688023e-36,14.32117
EEF1AKMT1,protein_coding,1.1289651,14.317961,7.514134e-36,14.317961
YY1,protein_coding,0.9393697,14.31785,1.2301043e-35,14.31785
RPL35P6,processed_pseudogene,-0.9343343,-14.315371,1.0080825e-34,14.315371
TMPRSS11CP,unprocessed_pseudogene,-1.0349452,-14.314511,2.733599e-34,14.314511
FAM8A1,protein_coding,1.1124578,14.313742,2.0310376e-35,14.313742
MEF2D,protein_coding,1.14605,14.31357,2.1381933e-36,14.31357
MIR381,miRNA,-1.4726863,-14.313528,2.2531432e-32,14.313528
AL596247.1,lncRNA,-1.0880437,-14.312607,3.3191945e-33,14.312607
AL136116.3,processed_pseudogene,0.80106544,14.312534,5.033659e-36,14.312534
SNX12,protein_coding,0.770257,14.311923,1.8688912e-35,14.311923
SNX16,protein_coding,0.89369273,14.309154,3.9461185e-36,14.309154
SACS-AS1,lncRNA,-0.673621,-14.309073,7.601409e-35,14.309073
ARR3,protein_coding,-0.99741083,-14.308782,3.6007797e-35,14.308782
SH3BP1,protein_coding,0.8623792,14.308683,6.141406e-36,14.308683
CHP1,protein_coding,0.9681573,14.30833,2.1339088e-35,14.30833
SLC19A1,protein_coding,0.91298723,14.30812,2.3715356e-36,14.30812
SLC22A18,protein_coding,1.2846586,14.306257,4.569455e-35,14.306257
FBXO7,protein_coding,0.88775873,14.305971,5.380082e-36,14.305971
IGFLR1,protein_coding,0.7949829,14.305916,9.118392e-35,14.305916
POMGNT1,protein_coding,0.7691603,14.305247,2.7022286e-36,14.305247
SMARCD1,protein_coding,1.1471748,14.304611,2.3224777e-36,14.304611
YWHAG,protein_coding,1.1117816,14.303894,4.595959e-36,14.303894
AC011676.1,lncRNA,-0.9322075,-14.302233,9.403091e-35,14.302233
AKR7A2,protein_coding,0.76788664,14.302077,2.3664779e-36,14.302077
AC016949.1,lncRNA,-0.96380246,-14.299265,1.1092175e-34,14.299265
MRPL30,protein_coding,0.80699825,14.299128,2.5375488e-35,14.299128
SEH1L,protein_coding,0.7839544,14.29783,8.688247e-36,14.29783
FAM186B,protein_coding,-0.64731455,-14.296214,2.3761415e-34,14.296214
AC087385.1,processed_pseudogene,-1.2463635,-14.295742,2.4452163e-34,14.295742
MIR1301,miRNA,-1.2093891,-14.293905,8.074533e-34,14.293905
R3HDM2,protein_coding,1.2050271,14.2936735,2.8721682e-36,14.2936735
EIPR1,protein_coding,0.73511267,14.292924,2.6247216e-36,14.292924
ABCE1,protein_coding,1.0683289,14.292881,6.3647687e-35,14.292881
AC005332.6,lncRNA,1.0806389,14.290793,3.7076974e-36,14.290793
MIR634,miRNA,-0.9436117,-14.29001,1.141705e-33,14.29001
KLHDC3,protein_coding,0.85763836,14.289231,2.7659438e-36,14.289231
AC002542.1,processed_pseudogene,-1.2018752,-14.288538,8.4305096e-33,14.288538
DDOST,protein_coding,0.8097315,14.288163,3.1143555e-36,14.288163
AC008740.2,unprocessed_pseudogene,-0.97546047,-14.28813,1.0307946e-32,14.28813
RNU6-1266P,snRNA,-1.253297,-14.287349,6.691003e-33,14.287349
AL031600.2,lncRNA,-0.875499,-14.2871895,6.630289e-34,14.2871895
MIR320A,miRNA,-1.5272434,-14.287118,2.863209e-36,14.287118
GAPDHP40,processed_pseudogene,0.9647229,14.286811,5.819531e-36,14.286811
AC007608.4,TEC,-0.9994927,-14.285597,5.1268304e-33,14.285597
AC079313.1,lncRNA,-1.0480071,-14.2841015,3.5249772e-34,14.2841015
DPP7,protein_coding,1.0274467,14.2838955,3.66396e-36,14.2838955
SNORD115-25,snoRNA,-1.2784673,-14.283159,7.753122e-32,14.283159
MACROD1,protein_coding,1.1028216,14.281423,3.2133437e-36,14.281423
RNF2,protein_coding,1.0098879,14.280624,4.6970994e-36,14.280624
AC091932.4,TEC,-1.475875,-14.280621,3.91964e-32,14.280621
COA6-AS1,lncRNA,1.1856477,14.280156,3.656907e-36,14.280156
SRSF5,protein_coding,1.0895133,14.279755,3.856962e-36,14.279755
RPS10P18,processed_pseudogene,-0.7531653,-14.27859,2.443402e-33,14.27859
AC004918.3,lncRNA,-1.2345014,-14.278426,8.975186e-36,14.278426
PCBP2-OT1,lncRNA,-0.9211261,-14.277863,1.6924236e-35,14.277863
AC234782.1,unprocessed_pseudogene,-1.10672,-14.277754,9.465266e-35,14.277754
ERCC1,protein_coding,0.75540733,14.276625,3.0973577e-36,14.276625
ARL4D,protein_coding,1.2650716,14.276526,8.6849474e-36,14.276526
ZNF330,protein_coding,0.8738971,14.276065,1.4098475e-35,14.276065
AL352979.3,processed_pseudogene,-1.0457537,-14.275445,1.8196825e-33,14.275445
AC104115.2,processed_pseudogene,-0.8893508,-14.274091,3.382324e-33,14.274091
CCDC137,protein_coding,0.9572425,14.272721,4.839077e-36,14.272721
ZMYND15,protein_coding,1.030195,14.272398,9.03631e-36,14.272398
AL390728.1,processed_pseudogene,-0.52315015,-14.272339,3.3634288e-36,14.272339
RNU6-85P,snRNA,-1.1274525,-14.271989,8.796692e-32,14.271989
MIR599,miRNA,-0.8839008,-14.271648,7.459835e-32,14.271648
TUBB2A,protein_coding,1.2307777,14.271386,4.112273e-36,14.271386
AL365436.2,lncRNA,-0.83109784,-14.270871,1.5610837e-33,14.270871
FAAP24,protein_coding,0.83517754,14.270787,4.7976883e-36,14.270787
AC138932.4,lncRNA,-1.1830305,-14.270428,3.764858e-36,14.270428
WBP4,protein_coding,1.0713866,14.269688,6.0639975e-36,14.269688
U3,snoRNA,-1.1489906,-14.269509,2.8331994e-32,14.269509
SUOX,protein_coding,0.8081701,14.267128,7.206511e-36,14.267128
ITM2C,protein_coding,1.453785,14.266923,3.676748e-36,14.266923
AL391994.1,processed_pseudogene,-1.1893702,-14.266506,9.53643e-35,14.266506
AC129510.2,lncRNA,-0.8554725,-14.26614,8.802047e-35,14.26614
NAPRT,protein_coding,1.1363294,14.265805,5.228084e-35,14.265805
AC124242.1,lncRNA,0.71540123,14.262765,5.4226443e-36,14.262765
NUP37,protein_coding,0.83242726,14.261511,3.521159e-36,14.261511
Y_RNA,misc_RNA,-1.1377838,-14.260387,2.4139144e-32,14.260387
NTN3,protein_coding,-1.0206153,-14.2600355,4.3907953e-36,14.2600355
SRRM1P3,processed_pseudogene,-0.78321695,-14.259991,3.1637896e-32,14.259991
WASF2,protein_coding,1.1016154,14.25897,3.785285e-36,14.25897
TUBB8P1,processed_pseudogene,-1.1429136,-14.258145,8.616028e-34,14.258145
AC005076.1,lncRNA,1.0960455,14.256601,7.1668e-36,14.256601
POLDIP3,protein_coding,1.0188861,14.254725,3.663045e-36,14.254725
Y_RNA,misc_RNA,-1.3373038,-14.254461,2.5492724e-33,14.254461
AC002064.2,lncRNA,-1.3213906,-14.253957,1.673557e-35,14.253957
ADAMTS9-AS1,lncRNA,-1.0230837,-14.253806,1.5833235e-33,14.253806
U73479.1,unprocessed_pseudogene,-0.75542456,-14.253693,1.8024491e-32,14.253693
DNAJB11,protein_coding,0.9722142,14.253316,5.7543727e-36,14.253316
CLDN5,protein_coding,1.6389227,14.2532835,1.8509216e-35,14.2532835
SNX1,protein_coding,0.86403084,14.252741,1.7950143e-35,14.252741
NECAP1,protein_coding,0.8843,14.2526245,5.9032625e-36,14.2526245
AC124016.1,lncRNA,0.95989156,14.251275,4.464346e-36,14.251275
ERCC3,protein_coding,0.7984147,14.248811,6.8563126e-36,14.248811
AL163541.1,lncRNA,-0.90014166,-14.2487135,1.0445482e-34,14.2487135
AC019118.1,lncRNA,-0.90397024,-14.245687,4.4463757e-33,14.245687
CD7,protein_coding,0.90167993,14.245302,6.5200234e-33,14.245302
HLA-Z,unprocessed_pseudogene,-1.5302966,-14.245161,2.1836759e-35,14.245161
CIRBP,protein_coding,1.197823,14.244051,4.4275267e-36,14.244051
ARMCX1,protein_coding,0.95208406,14.244002,6.345865e-36,14.244002
MIR382,miRNA,-1.4111388,-14.242688,7.515722e-32,14.242688
ASF1A,protein_coding,1.1408873,14.2414465,1.0133048e-35,14.2414465
AC027644.1,unprocessed_pseudogene,-1.4832811,-14.240952,6.044938e-36,14.240952
PRMT2,protein_coding,0.8720355,14.240885,6.405093e-36,14.240885
AC027307.2,lncRNA,1.2084725,14.239801,6.1505826e-36,14.239801
Y_RNA,misc_RNA,-1.6780303,-14.237805,9.3419056e-35,14.237805
ZNF768,protein_coding,1.1481671,14.237382,4.285008e-36,14.237382
MIR3146,miRNA,-1.2351097,-14.234517,5.8378576e-33,14.234517
SURF4,protein_coding,0.9151983,14.2338505,4.5250843e-36,14.2338505
AL034550.1,lncRNA,-1.0687145,-14.23327,2.7552675e-35,14.23327
RPS20P4,processed_pseudogene,-1.2856369,-14.232784,7.5635996e-35,14.232784
AC234781.4,processed_pseudogene,-0.8354712,-14.232344,9.7258955e-33,14.232344
RNU6-1003P,snRNA,-1.3004127,-14.228647,2.780474e-32,14.228647
ANXA5,protein_coding,1.2528152,14.227218,5.724095e-36,14.227218
DOK5,protein_coding,1.3702044,14.226737,1.2217073e-35,14.226737
SLC25A4,protein_coding,1.0829129,14.226122,1.5807129e-35,14.226122
HSPD1,protein_coding,0.9578595,14.225078,2.3352396e-35,14.225078
HLA-H,unprocessed_pseudogene,1.4714155,14.224226,7.8539943e-35,14.224226
RNU6-766P,snRNA,-1.1592498,-14.223564,2.9250305e-32,14.223564
AC010320.2,lncRNA,-0.701312,-14.217508,2.6842397e-34,14.217508
OGFOD1,protein_coding,0.8692193,14.214918,3.2658068e-35,14.214918
AL592295.3,lncRNA,-0.7944815,-14.214399,3.5106047e-34,14.214399
MMD,protein_coding,1.0408916,14.2143,1.1690768e-35,14.2143
AC080188.2,TEC,-1.4459914,-14.21351,1.3680305e-34,14.21351
HMGA1P8,processed_pseudogene,0.86164296,14.2133465,1.2453484e-34,14.2133465
AC133539.1,processed_pseudogene,0.64909756,14.2127495,1.1344567e-33,14.2127495
AC002064.3,TEC,-0.95009816,-14.21238,5.8802186e-36,14.21238
PSMB8,protein_coding,1.1147938,14.211544,1.209367e-34,14.211544
C4orf46,protein_coding,1.0339947,14.210996,5.5574914e-36,14.210996
