sample_id,cluster_k2,frac_nonpolyA,frac_histone,frac_mito
e1f24215-12d6-400a-b527-cee0c4d7ef8a,1,0.42700487,0.0034086271,0.0061515104
e2304515-3868-4f25-9967-900a3ae600be,1,0.47186688,0.0062270486,0.008193634
e36091c6-d62c-4997-bb9f-7192b73f12ed,0,0.0026945064,0.0009311079,0.14202313
e3ca6a99-2907-4509-a416-eb7362b0b606,1,0.6008301,0.013576749,0.0041887923
e58cdc72-ac07-40cd-90c5-ebb2d0b8321d,1,0.66274285,0.007628266,0.009018393
e749773c-7cd6-45d4-ae43-68b03f9b2a25,1,0.8476041,0.0025745316,0.0017263376
e7b0cb4b-d9c4-440f-b5d4-857d7e53e303,0,0.0037298922,0.0014607145,0.21621196
e84acff3-3067-49e4-82b7-dbbddfddb723,1,0.85451996,0.012188996,0.0023075927
e8c1b868-8139-4831-9c66-32f22d556f29,0,0.0030898533,0.00194535,0.215532
e9c72888-0405-4c66-bcd5-bb56173bdcb2,0,0.0033762902,0.00055163784,0.22419435
ec1ada4a-34c5-4d5f-a75f-25fc45d05a28,0,0.0028245621,0.0009909266,0.1024459
ecd2943f-37ab-4c0c-88ab-078c6ba15953,1,0.46818313,0.013122644,0.009158656
ed0f8f0e-9dbf-475b-8cd7-1f712c5929b8,1,0.6620528,0.026474692,0.0047207195
ee1a4754-896c-4f5d-bd4a-a7754f84abad,0,0.0052818954,0.0014611628,0.094378896
ef9cc9ef-1cf3-46fc-b3cb-06ea0582b7fa,1,0.30899906,0.02618663,0.012226857
efbd20eb-2922-4904-8cf1-88d5bb09ab30,0,0.0037267134,0.00093951286,0.15384318
efd59495-0b78-4b9e-af2b-20adbd7689f5,1,0.82732505,0.004791713,0.0061647436
f16d9348-2781-4518-a34a-fbfcc18e1f7b,1,0.68518007,0.018586423,0.009012939
f26ac65f-2536-4431-9938-45de5996582e,1,0.40979534,0.017436283,0.012616152
f2bb28ee-ca66-4ca1-8e51-8aeb92084931,1,0.45942417,0.03477603,0.0071932254
f2d885c3-e234-4584-a071-98ccbb871553,0,0.0042478386,0.0007133498,0.1894707
f34feebc-700f-4cd2-b04d-fa2c8231c56e,1,0.46977586,0.013720137,0.0074220374
f426768e-744a-4bed-bb8e-b5957a350bf2,0,0.0034322436,0.0008399422,0.12748095
f489cec9-6f4b-4364-b85a-d34cbc8c2015,0,0.0033767952,0.00069805427,0.27542362
f4a6270e-6932-4d56-aa0b-475377d443b9,1,0.82602376,0.004731026,0.004695334
f4e07a40-74e5-4c35-ae98-7ca190fff6c9,1,0.45665237,0.0064787427,0.013761094
f505fb40-a27a-4a6a-9a3d-1f11a4b834b3,0,0.0035333643,0.001118695,0.25273842
f54636e5-d823-4bc2-9475-2f4f81879067,0,0.0024990654,0.00085874944,0.23566796
f60c516c-6be7-4dda-9e46-46a87039c099,0,0.003116746,0.0007318725,0.16129124
f78bc420-1d4a-4b75-b400-65352b99b4e8,1,0.61926436,0.009940803,0.0050683822
f7a52a43-18a5-42bf-b016-6a988b5d5c46,1,0.3853759,0.014582012,0.008737828
f8e0df1c-94bc-4e0f-b45e-51aa187c04d8,1,0.33323887,0.009042177,0.011521645
f9e9b712-c1a2-4821-924f-027e2ce78d90,0,0.0027387508,0.0007360602,0.10345302
fa094819-3bc6-4bc6-92cc-906254bbfa73,0,0.003922888,0.0007407312,0.13615596
fae111e5-9372-4e6d-8e0d-c158c478afc4,0,0.0047226516,0.0015738083,0.057847824
fd18cdd5-f7da-45d6-aaa1-d811a4f0a4e1,1,0.09584583,0.005309509,0.08227887
fd950816-2bc3-4e25-90b4-6a6a049cd809,0,0.0034444365,0.0013923688,0.21650182
fe757d4a-9d17-4a14-a198-dfe57e6c00f2,1,0.43923265,0.0056014867,0.010639836
ff14b89f-5e47-49f2-9499-8d5224f067dc,0,0.016151216,0.0014473554,0.12788044
