gene,depmap_column,dep_mean_GBM,dep_sd_GBM,dep_mean_nonCNS,dep_mean_all_lines,frac_GBM_lines_dependent,frac_all_lines_dependent,frac_nonCNS_lines_dependent,n_lines_measured,n_GBM_lines_measured,delta_GBM_minus_other,cohens_d,t_stat,n_GBM_lines,n_other_lines,gbm_line_sd,gbm_line_range,too_few_lines,pan_essential,tumour_dependency,therapeutic_window,passes_dependency,passes_window,passes_heterogeneity,dependency_tier
CDC45,CDC45 (8318),0.99999994,3.5697124e-07,0.9985383,0.9986471,1.0,0.9991721854304636,0.9991055456171736,1208,53,0.0014616251,0.076267116,1.8031952,53,1118,3.5697124e-07,2.6226044e-06,False,True,1.0,0.0014616400000000418,True,False,False,PAN-ESSENTIAL (no therapeutic window)
PPWD1,PPWD1 (23398),0.98912936,0.0640992,0.9941703,0.9940907,1.0,0.9975165562913908,0.9973166368515206,1208,53,-0.0050409436,-0.08503089,-0.5631198,53,1118,0.0640992,0.4711814,False,True,1.0,-0.005040939999999994,True,False,False,PAN-ESSENTIAL (no therapeutic window)
TANGO6,TANGO6 (79613),0.9779678,0.041670803,0.986183,0.98598033,1.0,0.9950331125827816,0.9946332737030412,1208,53,-0.008215189,-0.15687422,-1.3669963,53,1118,0.041670803,0.22049248,False,True,1.0,-0.008215199999999978,True,False,False,PAN-ESSENTIAL (no therapeutic window)
PCF11,PCF11 (51585),0.9603772,0.04783929,0.9255648,0.9284679,1.0,0.9718543046357616,0.9695885509838998,1208,53,0.03481239,0.3249257,4.433037,53,1118,0.04783929,0.24127108,False,True,1.0,0.03481240000000008,True,False,False,PAN-ESSENTIAL (no therapeutic window)
TARS1,TARS1 (6897),0.9995736,0.0023102695,0.9974663,0.99759,1.0,0.9991721854304636,0.9991055456171736,1208,53,0.0021072626,0.12140949,2.6447468,53,1118,0.0023102695,0.016454041,False,True,1.0,0.002107299999999923,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CDC5L,CDC5L (988),0.9992736,0.002211464,0.99702,0.99711466,1.0,1.0,1.0,1208,53,0.002253592,0.2645721,4.8300514,53,1118,0.002211464,0.014745951,False,True,1.0,0.0022535999999999667,True,False,False,PAN-ESSENTIAL (no therapeutic window)
PPP2R1A,PPP2R1A (5518),0.9807684,0.029972862,0.8266509,0.8354818,1.0,0.8600993377483444,0.8524150268336315,1208,53,0.15411747,0.7255461,15.659296,53,1118,0.029972862,0.13272482,False,True,1.0,0.15411750000000002,True,False,False,PAN-ESSENTIAL (no therapeutic window)
NVL,NVL (4931),0.98890615,0.024694195,0.96635836,0.9670721,1.0,0.9867549668874172,0.9865831842576028,1208,53,0.022547781,0.30447543,4.9474025,53,1118,0.024694195,0.13325411,False,True,1.0,0.022547790000000068,True,False,False,PAN-ESSENTIAL (no therapeutic window)
NOL6,NOL6 (65083),0.9750709,0.02445088,0.94728506,0.94873625,1.0,0.9834437086092715,0.983005366726297,1208,53,0.027785838,0.33032665,5.743663,53,1118,0.02445088,0.095843434,False,True,1.0,0.02778583999999995,True,False,False,PAN-ESSENTIAL (no therapeutic window)
PRPF4,PRPF4 (9128),0.96277916,0.0688701,0.97870386,0.9781854,1.0,0.9975165562913908,0.9973166368515206,1208,53,-0.015924692,-0.24919312,-1.6552746,53,1118,0.0688701,0.3725425,False,True,1.0,-0.015924700000000014,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DDX56,DDX56 (54606),0.9999349,0.0003477312,0.9993609,0.9993852,1.0,1.0,1.0,1208,53,0.00057399273,0.19068857,4.233557,53,1118,0.0003477312,0.0024340749,False,True,1.0,0.0005739999999999634,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPS10,RPS10 (6204),0.9472927,0.09287464,0.9737246,0.97247297,1.0,1.0,1.0,383,25,-0.026431918,-0.3516269,-2.0568364,53,1118,0.09287464,0.47370344,False,True,1.0,-0.026431900000000064,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DDX55,DDX55 (57696),0.98769367,0.046767544,0.96621,0.9680084,1.0,0.9892384105960264,0.9883720930232558,1208,53,0.02148366,0.27247643,3.025186,53,1118,0.046767544,0.33737892,False,True,1.0,0.021483669999999955,True,False,False,PAN-ESSENTIAL (no therapeutic window)
NUTF2,NUTF2 (10204),0.9984303,0.0030071095,0.9868055,0.98765916,1.0,0.9917218543046358,0.9910554561717352,1208,53,0.011624813,0.19878381,4.6386676,53,1118,0.0030071095,0.013080716,False,True,1.0,0.01162479999999999,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DDX54,DDX54 (79039),0.9924026,0.025047924,0.9872383,0.9877831,1.0,0.995860927152318,0.9955277280858676,1208,53,0.0051643252,0.119053766,1.3495958,53,1118,0.025047924,0.17609227,False,True,1.0,0.0051643000000000105,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CDC7,CDC7 (8317),0.9988535,0.0054799765,0.99759007,0.99770373,1.0,0.9983443708609272,0.998211091234347,1208,53,0.0012634397,0.05006501,0.97504824,53,1118,0.0054799765,0.037567437,False,True,1.0,0.0012634299999999543,True,False,False,PAN-ESSENTIAL (no therapeutic window)
AKIRIN2,AKIRIN2 (55122),0.93664426,0.08195786,0.8998652,0.89988333,1.0,0.9536423841059604,0.9516994633273704,1208,53,0.036779046,0.2831432,2.9938943,53,1118,0.08195786,0.4024024,False,True,1.0,0.036779059999999975,True,False,False,PAN-ESSENTIAL (no therapeutic window)
NUS1,NUS1 (116150),0.99038327,0.018428326,0.9867542,0.98685503,1.0,0.9933774834437086,0.992844364937388,1208,53,0.0036290884,0.074666366,1.1291449,53,1118,0.018428326,0.118169606,False,True,1.0,0.003629070000000012,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DDX49,DDX49 (54555),0.999006,0.005595069,0.9966878,0.99686146,1.0,0.9991721854304636,0.9991055456171736,1208,53,0.0023181438,0.099586576,1.8728975,53,1118,0.005595069,0.039282322,False,True,1.0,0.002318199999999937,True,False,False,PAN-ESSENTIAL (no therapeutic window)
PAK1IP1,PAK1IP1 (55003),0.9926876,0.016733997,0.9621676,0.96450585,1.0,0.9801324503311258,0.9785330948121646,1208,53,0.030519962,0.36205557,7.245164,53,1118,0.016733997,0.10348594,False,True,1.0,0.03051999999999999,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DDX59,DDX59 (83479),0.93305427,0.089453526,0.8641199,0.86904556,1.0,0.9263245033112584,0.9212880143112702,1208,53,0.06893438,0.4345946,5.0164857,53,1118,0.089453526,0.4689451,False,True,1.0,0.06893436999999991,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RUVBL2,RUVBL2 (10856),0.9994442,0.0031167655,0.9972234,0.9974054,1.0,0.9991721854304636,0.9991055456171736,1208,53,0.0022208095,0.09741021,2.113211,53,1118,0.0031167655,0.022767305,False,True,1.0,0.0022208000000000228,True,False,False,PAN-ESSENTIAL (no therapeutic window)
PRC1,PRC1 (9055),0.99127054,0.017376775,0.97852445,0.9794416,1.0,0.9900662251655628,0.9892665474060824,1208,53,0.012746096,0.19643195,3.5406811,53,1118,0.017376775,0.09412271,False,True,1.0,0.012746090000000043,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPP21,RPP21 (79897),0.98365724,0.050146487,0.9593872,0.9614878,1.0,0.9809602649006622,0.9794275491949912,1208,53,0.024270058,0.25288805,3.0904315,53,1118,0.050146487,0.3018763,False,True,1.0,0.024270039999999993,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CDC16,CDC16 (8881),0.99997073,0.00021093212,0.998695,0.9987674,1.0,1.0,1.0,1208,53,0.0012757182,0.09994902,2.359873,53,1118,0.00021093212,0.0015503764,False,True,1.0,0.0012757300000000305,True,False,False,PAN-ESSENTIAL (no therapeutic window)
TAF1C,TAF1C (9013),0.9917447,0.011417962,0.9490076,0.9521477,1.0,0.9743377483443708,0.9722719141323792,1208,53,0.042737126,0.45375773,10.014367,53,1118,0.011417962,0.046608508,False,True,1.0,0.04273710000000008,True,False,False,PAN-ESSENTIAL (no therapeutic window)
MAK16,MAK16 (84549),0.9991698,0.0052296,0.997434,0.9975805,1.0,1.0,1.0,1208,53,0.0017358065,0.14891279,2.0252087,53,1118,0.0052296,0.038355827,False,True,1.0,0.001735799999999954,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CDC20,CDC20 (991),0.99982584,0.0007251123,0.9995292,0.99954444,1.0,1.0,1.0,1208,53,0.00029665232,0.15613796,2.3520133,53,1118,0.0007251123,0.004221201,False,True,1.0,0.00029663999999995916,True,False,False,PAN-ESSENTIAL (no therapeutic window)
NOL10,NOL10 (79954),0.9866133,0.039427843,0.9772932,0.9782404,1.0,0.9950331125827816,0.9946332737030412,1208,53,0.00932008,0.16307643,1.603485,53,1118,0.039427843,0.2882809,False,True,1.0,0.009320100000000053,True,False,False,PAN-ESSENTIAL (no therapeutic window)
PAFAH1B1,PAFAH1B1 (5048),0.999994,2.6538522e-05,0.9986461,0.99874634,1.0,0.9991721854304636,0.9991055456171736,1208,53,0.0013478994,0.10025746,2.370355,53,1118,2.6538522e-05,0.0001860857,False,True,1.0,0.0013479000000000685,True,False,False,PAN-ESSENTIAL (no therapeutic window)
AK6,AK6 (102157402),0.9711934,0.065743975,0.91395766,0.9185508,1.0,0.9511589403973508,0.947227191413238,1208,53,0.057235718,0.4011221,5.3580627,53,1118,0.065743975,0.37069678,False,True,1.0,0.05723573999999998,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DHX8,DHX8 (1659),0.99389017,0.012203659,0.99339676,0.993505,1.0,0.9983443708609272,0.998211091234347,1208,53,0.00049340725,0.017360501,0.24303113,53,1118,0.012203659,0.07207805,False,True,1.0,0.0004934100000000274,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CDC27,CDC27 (996),0.9999965,2.5359097e-05,0.99864763,0.9987482,1.0,0.9983443708609272,0.998211091234347,1208,53,0.0013488531,0.058288485,1.3781155,53,1118,2.5359097e-05,0.00018638372,False,True,1.0,0.0013488699999999465,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DHX37,DHX37 (57647),0.9993975,0.0026916233,0.99681044,0.9969344,1.0,0.9991721854304636,0.9991055456171736,1208,53,0.00258708,0.19466485,3.87308,53,1118,0.0026916233,0.018706083,False,True,1.0,0.0025870600000000854,True,False,False,PAN-ESSENTIAL (no therapeutic window)
TAF6,TAF6 (6878),0.9909373,0.014778261,0.98544866,0.98591393,1.0,0.9983443708609272,0.998211091234347,1208,53,0.005488634,0.13222842,2.0733833,53,1118,0.014778261,0.049795806,False,True,1.0,0.005488640000000045,True,False,False,PAN-ESSENTIAL (no therapeutic window)
AIRIM,AIRIM (54955),0.98646516,0.03953362,0.9490955,0.951356,1.0,0.9577814569536424,0.9561717352415028,1208,53,0.03736967,0.28392974,4.861834,53,1118,0.03953362,0.21924645,False,True,1.0,0.03736965999999997,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DHX33,DHX33 (56919),0.9806901,0.043127786,0.94295454,0.9461078,1.0,0.9652317880794702,0.962432915921288,1208,53,0.03773558,0.34210855,5.079224,53,1118,0.043127786,0.28167796,False,True,1.0,0.03773556,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPP40,RPP40 (10799),0.9616216,0.08748564,0.93208903,0.9343971,1.0,0.961092715231788,0.958855098389982,1208,53,0.029532552,0.22571672,2.27721,53,1118,0.08748564,0.45204568,False,True,1.0,0.02953256999999998,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CDC42,CDC42 (998),0.97981644,0.05361705,0.9142062,0.9182004,1.0,0.9470198675496688,0.943649373881932,1208,53,0.06561023,0.49008435,7.170116,53,1118,0.05361705,0.3377418,False,True,1.0,0.06561024000000004,True,False,False,PAN-ESSENTIAL (no therapeutic window)
MTBP,MTBP (27085),0.99794805,0.0060031875,0.99209917,0.99250287,1.0,0.9975165562913908,0.9973166368515206,1208,53,0.0058488846,0.19008358,3.822336,53,1118,0.0060031875,0.032631755,False,True,1.0,0.005848879999999945,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DHDDS,DHDDS (79947),0.9990802,0.0041977195,0.9952279,0.995542,1.0,0.9966887417218544,0.996422182468694,1208,53,0.0038523078,0.09836007,2.201943,53,1118,0.0041977195,0.026743472,False,True,1.0,0.0038522999999999197,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CDC23,CDC23 (8697),0.9991511,0.005965272,0.9981645,0.9982633,1.0,1.0,1.0,1208,53,0.0009866357,0.075910695,1.0166752,53,1118,0.005965272,0.043860793,False,True,1.0,0.0009865999999999486,True,False,False,PAN-ESSENTIAL (no therapeutic window)
NOP2,NOP2 (4839),0.98612,0.021292005,0.96759456,0.96911305,1.0,0.9942052980132452,0.9937388193202148,1208,53,0.018525422,0.3134167,4.88217,53,1118,0.021292005,0.11503166,False,True,1.0,0.018525440000000004,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CDK1,CDK1 (983),0.99888813,0.005043523,0.9989161,0.99894786,1.0,1.0,1.0,1208,53,-2.7954578e-05,-0.0037111128,-0.03739933,53,1118,0.005043523,0.033245206,False,True,1.0,-2.7969999999988282e-05,True,False,False,PAN-ESSENTIAL (no therapeutic window)
ALG1,ALG1 (56052),0.9681522,0.06489331,0.86133724,0.86724895,1.0,0.9089403973509934,0.9033989266547406,1208,53,0.10681498,0.62794614,9.461532,53,1118,0.06489331,0.43152803,False,True,1.0,0.10681496000000001,True,False,False,PAN-ESSENTIAL (no therapeutic window)
TRAPPC11,TRAPPC11 (60684),0.94773686,0.07095264,0.9132355,0.91603,1.0,0.9718543046357616,0.9695885509838998,1208,53,0.034501374,0.29817888,3.2252228,53,1118,0.07095264,0.32041132,False,True,1.0,0.034501360000000036,True,False,False,PAN-ESSENTIAL (no therapeutic window)
NOP56,NOP56 (10528),0.9865799,0.03334807,0.97982556,0.98010284,1.0,0.9942052980132452,0.9937388193202148,1208,53,0.0067543387,0.12492826,1.3450334,53,1118,0.03334807,0.18221986,False,True,1.0,0.00675433999999997,True,False,False,PAN-ESSENTIAL (no therapeutic window)
TRAPPC1,TRAPPC1 (58485),0.9778768,0.045766197,0.96363133,0.9650912,1.0,0.984271523178808,0.983005366726297,1208,53,0.0142454505,0.18369882,2.0475516,53,1118,0.045766197,0.27388692,False,True,1.0,0.014245469999999982,True,False,False,PAN-ESSENTIAL (no therapeutic window)
ALG14,ALG14 (199857),0.9096978,0.11681762,0.8840325,0.88525826,1.0,0.949503311258278,0.9481216457960644,1208,53,0.025665283,0.16977328,1.5172081,53,1118,0.11681762,0.49201465,False,True,1.0,0.025665300000000002,True,False,False,PAN-ESSENTIAL (no therapeutic window)
ALG2,ALG2 (85365),0.9922531,0.024816845,0.9712448,0.97287935,1.0,0.9834437086092715,0.9821109123434704,1208,53,0.021008313,0.2524458,4.337527,53,1118,0.024816845,0.16503519,False,True,1.0,0.02100829999999998,True,False,False,PAN-ESSENTIAL (no therapeutic window)
NOP58,NOP58 (51602),0.99378407,0.01291877,0.99109936,0.9914091,1.0,0.9983443708609272,0.998211091234347,1208,53,0.0026847124,0.08980687,1.2519754,53,1118,0.01291877,0.0646103,False,True,1.0,0.0026847100000000346,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DDX47,DDX47 (51202),0.9908543,0.022702564,0.98842645,0.9887758,1.0,1.0,1.0,1208,53,0.002427876,0.08480115,0.7411851,53,1118,0.022702564,0.143857,False,True,1.0,0.002427850000000009,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CDK9,CDK9 (1025),0.99367595,0.010281896,0.9849511,0.9857014,1.0,0.9925496688741722,0.9919499105545616,1208,53,0.008724868,0.16066982,3.2571595,53,1118,0.010281896,0.045282364,False,True,1.0,0.008724850000000006,True,False,False,PAN-ESSENTIAL (no therapeutic window)
TPX2,TPX2 (22974),0.9862559,0.02130152,0.97909826,0.97905564,1.0,0.9942052980132452,0.9946332737030412,1208,53,0.007157624,0.13707948,1.9826626,53,1118,0.02130152,0.07825881,False,True,1.0,0.007157639999999965,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPS12,RPS12 (6206),0.9976333,0.016780557,0.99783343,0.9978882,1.0,1.0,1.0,1208,53,-0.0002001524,-0.010561306,-0.083808124,53,1118,0.016780557,0.1233688,False,True,1.0,-0.00020013000000007608,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DBR1,DBR1 (51163),0.9989995,0.0056647537,0.9941141,0.9944725,1.0,0.9966887417218544,0.996422182468694,1208,53,0.0048853755,0.13007021,2.774524,53,1118,0.0056647537,0.041143835,False,True,1.0,0.00488540000000004,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CDT1,CDT1 (81620),0.99749166,0.007340745,0.99422663,0.994502,1.0,0.9983443708609272,0.998211091234347,1208,53,0.0032650232,0.12387896,2.1956818,53,1118,0.007340745,0.037047386,False,True,1.0,0.003265030000000002,True,False,False,PAN-ESSENTIAL (no therapeutic window)
HAUS6,HAUS6 (54801),0.9774483,0.05211322,0.96640503,0.9669168,1.0,0.9900662251655628,0.9892665474060824,1208,53,0.011043251,0.13949735,1.4254009,53,1118,0.05211322,0.3057676,False,True,1.0,0.01104327000000005,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DARS1,DARS1 (1615),0.993573,0.01214667,0.98853064,0.9890087,1.0,0.995860927152318,0.9955277280858676,1208,53,0.005042374,0.11966234,2.0886426,53,1118,0.01214667,0.073791206,False,True,1.0,0.0050423600000000235,True,False,False,PAN-ESSENTIAL (no therapeutic window)
PPP1R10,PPP1R10 (5514),0.96985555,0.032777745,0.9595801,0.95952684,1.0,0.9892384105960264,0.9892665474060824,1208,53,0.0102754235,0.14916678,1.9488766,53,1118,0.032777745,0.13500518,False,True,1.0,0.010275449999999964,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPS13,RPS13 (6207),0.99413675,0.013030275,0.9892842,0.9896317,1.0,0.9975165562913908,0.9973166368515206,1208,53,0.0048525333,0.12429568,2.0186963,53,1118,0.013030275,0.0623703,False,True,1.0,0.0048525500000000665,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPS14,RPS14 (6208),0.99938405,0.0031310879,0.9949891,0.9945616,1.0,0.9966887417218544,0.9973166368515206,1208,53,0.0043949485,0.13522165,3.057689,53,1118,0.0031310879,0.022325099,False,True,1.0,0.004394950000000009,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CDK7,CDK7 (1022),0.9966523,0.013235502,0.9915618,0.99201035,1.0,0.9983443708609272,0.998211091234347,1208,53,0.0050905347,0.14991957,2.2299702,53,1118,0.013235502,0.09065759,False,True,1.0,0.005090499999999998,True,False,False,PAN-ESSENTIAL (no therapeutic window)
NUP93,NUP93 (9688),0.99894047,0.0033017728,0.99574554,0.99588245,1.0,1.0,1.0,1208,53,0.0031949282,0.23385753,4.38925,53,1118,0.0033017728,0.02262777,False,True,1.0,0.003194929999999929,True,False,False,PAN-ESSENTIAL (no therapeutic window)
NUP88,NUP88 (4927),0.97589564,0.051998153,0.96838665,0.9689017,1.0,0.9867549668874172,0.9856887298747764,1208,53,0.007508993,0.09128964,0.9637989,53,1118,0.051998153,0.32216734,False,True,1.0,0.007508989999999938,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CDC73,CDC73 (79577),0.9592102,0.0626083,0.9553241,0.9559338,1.0,0.9892384105960264,0.9883720930232558,1208,53,0.0038861036,0.048607405,0.42944494,53,1118,0.0626083,0.33130938,False,True,1.0,0.0038861000000000034,True,False,False,PAN-ESSENTIAL (no therapeutic window)
CDCA8,CDCA8 (55143),0.99465954,0.011133637,0.98920596,0.98967427,1.0,0.995860927152318,0.9955277280858676,1208,53,0.0054535866,0.12530164,2.3011315,53,1118,0.011133637,0.05206883,False,True,1.0,0.005453579999999958,True,False,False,PAN-ESSENTIAL (no therapeutic window)
TRIAP1,TRIAP1 (51499),0.96634775,0.06982588,0.94823927,0.95032585,1.0,0.9693708609271524,0.9669051878354205,1208,53,0.018108487,0.15810898,1.7180197,53,1118,0.06982588,0.35805315,False,True,1.0,0.018108479999999982,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DDX41,DDX41 (51428),0.990462,0.011897309,0.989815,0.9898692,1.0,1.0,1.0,1208,53,0.0006470084,0.02899192,0.349096,53,1118,0.011897309,0.04515481,False,True,1.0,0.0006469999999999532,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DDX27,DDX27 (55661),0.9502994,0.07559609,0.920582,0.92353076,1.0,0.9718543046357616,0.9695885509838998,1208,53,0.029717386,0.2618653,2.6500368,53,1118,0.07559609,0.48546886,False,True,1.0,0.029717400000000005,True,False,False,PAN-ESSENTIAL (no therapeutic window)
HCFC1,HCFC1 (3054),0.9971771,0.007746929,0.9948855,0.9950721,1.0,1.0,1.0,1208,53,0.0022916198,0.1726207,1.9409692,53,1118,0.007746929,0.04974717,False,True,1.0,0.0022916000000000603,True,False,False,PAN-ESSENTIAL (no therapeutic window)
ZBTB8OS,ZBTB8OS (339487),0.9520968,0.08124115,0.96054137,0.9611139,1.0,0.9850993377483444,0.9838998211091234,1208,53,-0.008444548,-0.087409586,-0.7259215,53,1118,0.08124115,0.35593402,False,True,1.0,-0.008444569999999985,True,False,False,PAN-ESSENTIAL (no therapeutic window)
NOP16,NOP16 (51491),0.9872845,0.017044337,0.9669399,0.9684864,1.0,0.9900662251655628,0.9892665474060824,1208,53,0.020344555,0.29049212,5.4381194,53,1118,0.017044337,0.0599581,False,True,1.0,0.020344600000000046,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DDX10,DDX10 (1662),0.99695057,0.0076572383,0.98884314,0.9892344,1.0,0.9991721854304636,0.9991055456171736,1208,53,0.008107424,0.2927922,5.205769,53,1118,0.0076572383,0.035135746,False,True,1.0,0.008107430000000027,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPS11,RPS11 (6205),1.0,0.0,0.9999701,0.9999723,1.0,1.0,1.0,1208,53,2.9921532e-05,0.113483146,2.682872,53,1118,0.0,0.0,False,True,1.0,2.9900000000027127e-05,True,False,False,PAN-ESSENTIAL (no therapeutic window)
NOP10,NOP10 (55505),0.9413109,0.08221524,0.9019477,0.90566695,1.0,0.9552980132450332,0.9516994633273704,1208,53,0.039363205,0.2945136,3.177705,53,1118,0.08221524,0.38119274,False,True,1.0,0.03936319999999993,True,False,False,PAN-ESSENTIAL (no therapeutic window)
NUP205,NUP205 (23165),0.9557416,0.061198376,0.91640717,0.9188378,1.0,0.961092715231788,0.9579606440071556,1208,53,0.039334416,0.32260823,4.0590014,53,1118,0.061198376,0.31974626,False,True,1.0,0.03933442999999992,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DDB1,DDB1 (1642),0.9998803,0.00072403776,0.99826777,0.99838316,1.0,1.0,1.0,1208,53,0.0016125441,0.16573445,3.8138213,53,1118,0.00072403776,0.005280733,False,True,1.0,0.0016125300000000564,True,False,False,PAN-ESSENTIAL (no therapeutic window)
NUP155,NUP155 (9631),0.94989777,0.090664625,0.915363,0.9165398,1.0,0.9751655629139072,0.9749552772808586,1208,53,0.034534752,0.3017672,2.6396077,53,1118,0.090664625,0.47819906,False,True,1.0,0.03453476999999994,True,False,False,PAN-ESSENTIAL (no therapeutic window)
NUP133,NUP133 (55746),0.9875221,0.026661586,0.99052525,0.9905628,1.0,0.9991721854304636,0.9991055456171736,1208,53,-0.0030031204,-0.09816304,-0.79000527,53,1118,0.026661586,0.15593755,False,True,1.0,-0.0030031500000000655,True,False,False,PAN-ESSENTIAL (no therapeutic window)
TRAPPC3,TRAPPC3 (27095),0.9976407,0.010406073,0.9904617,0.9910333,1.0,0.9933774834437086,0.992844364937388,1208,53,0.007179022,0.1525982,2.954155,53,1118,0.010406073,0.074890554,False,True,1.0,0.0071790000000000465,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DCTN5,DCTN5 (84516),0.9789574,0.045215853,0.95283216,0.95514625,1.0,0.9859271523178808,0.98479427549195,1208,53,0.026125252,0.3087945,3.7113698,53,1118,0.045215853,0.28815025,False,True,1.0,0.02612523999999994,True,False,False,PAN-ESSENTIAL (no therapeutic window)
WDHD1,WDHD1 (11169),0.9852157,0.026289793,0.95718956,0.95942396,1.0,0.9826158940397351,0.981216457960644,1208,53,0.028026164,0.3309503,5.577266,53,1118,0.026289793,0.15578991,False,True,1.0,0.028026140000000033,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DDX18,DDX18 (8886),0.9929004,0.013514791,0.98711014,0.9873915,1.0,0.9966887417218544,0.996422182468694,1208,53,0.0057902336,0.1680802,2.4903738,53,1118,0.013514791,0.07204515,False,True,1.0,0.005790260000000047,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPL36,RPL36 (25873),0.999375,0.0033965695,0.9978128,0.99793047,1.0,1.0,1.0,1208,53,0.0015621781,0.15017428,2.4671402,53,1118,0.0033965695,0.02405572,False,True,1.0,0.001562199999999958,True,False,False,PAN-ESSENTIAL (no therapeutic window)
SF3B5,SF3B5 (83443),1.0,0.0,0.99958116,0.99961245,1.0,1.0,1.0,1208,53,0.00041884184,0.04277626,1.0113646,53,1118,0.0,0.0,False,True,1.0,0.0004188400000000314,True,False,False,PAN-ESSENTIAL (no therapeutic window)
LSM2,LSM2 (57819),0.99999493,2.9667312e-05,0.9993856,0.99941653,1.0,1.0,1.0,1208,53,0.0006093383,0.05946533,1.4058872,53,1118,2.9667312e-05,0.00021135807,False,True,1.0,0.0006093299999999635,True,False,False,PAN-ESSENTIAL (no therapeutic window)
LSM3,LSM3 (27258),0.97673804,0.07227543,0.9825077,0.98262113,1.0,0.9933774834437086,0.992844364937388,1208,53,-0.00576967,-0.07745628,-0.5662672,53,1118,0.07227543,0.45418233,False,True,1.0,-0.00576966000000001,True,False,False,PAN-ESSENTIAL (no therapeutic window)
LSM4,LSM4 (25804),0.9868819,0.041954774,0.9866752,0.98686117,1.0,0.9950331125827816,0.9946332737030412,1208,53,0.00020670891,0.0039497684,0.03419756,53,1118,0.041954774,0.25714362,False,True,1.0,0.0002067000000000041,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DUT,DUT (1854),0.9913346,0.03139901,0.9893501,0.98910815,1.0,0.9950331125827816,0.9955277280858676,1208,53,0.0019845366,0.03949559,0.42084777,53,1118,0.03139901,0.19893467,False,True,1.0,0.0019844999999999446,True,False,False,PAN-ESSENTIAL (no therapeutic window)
LSM7,LSM7 (51690),0.9875883,0.06139676,0.99534136,0.99507636,1.0,0.9975165562913908,0.9973166368515206,1208,53,-0.007753074,-0.15375416,-0.91180605,53,1118,0.06139676,0.44187254,False,True,1.0,-0.007753059999999978,True,False,False,PAN-ESSENTIAL (no therapeutic window)
LSM8,LSM8 (51691),0.98762476,0.04316869,0.9911465,0.99119234,1.0,0.9966887417218544,0.996422182468694,1208,53,-0.0035217404,-0.07243241,-0.5733938,53,1118,0.04316869,0.29790533,False,True,1.0,-0.003521740000000051,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPL37,RPL37 (6167),0.99998415,6.1491366e-05,0.99908555,0.99915266,1.0,1.0,1.0,1208,53,0.0008985996,0.13434285,3.174934,53,1118,6.1491366e-05,0.0003503561,False,True,1.0,0.0008985999999999716,True,False,False,PAN-ESSENTIAL (no therapeutic window)
DMAP1,DMAP1 (55929),0.97593194,0.051438577,0.9653747,0.96662086,1.0,0.9942052980132452,0.9937388193202148,1208,53,0.010557234,0.15179203,1.4081322,53,1118,0.051438577,0.2933606,False,True,1.0,0.010557240000000023,True,False,False,PAN-ESSENTIAL (no therapeutic window)
RPL37A,RPL37A (6168),0.99949336,0.0031611223,0.9989762,0.99897516,1.0,1.0,1.0,1208,53,0.0005171895,0.091774575,1.0636791,53,1118,0.0031611223,0.023215711,False,True,1.0,0.0005171600000000165,True,False,False,PAN-ESSENTIAL (no therapeutic window)
