gene,depmap_column,dep_mean_GBM,dep_sd_GBM,dep_mean_nonCNS,dep_mean_all_lines,frac_GBM_lines_dependent,frac_all_lines_dependent,frac_nonCNS_lines_dependent,n_lines_measured,n_GBM_lines_measured,delta_GBM_minus_other,cohens_d,t_stat,n_GBM_lines,n_other_lines,gbm_line_sd,gbm_line_range,too_few_lines,pan_essential,tumour_dependency,therapeutic_window,passes_dependency,passes_window,passes_heterogeneity,dependency_tier
ZDHHC16,ZDHHC16 (84287),0.05327563,0.043808155,0.055678524,0.056373034,0.0,0.0016556291390728,0.0008944543828264,1208,53,-0.0024028942,-0.041533623,-0.37766442,53,1118,0.043808155,0.21439108,False,False,0.0,-0.0024028940000000026,False,True,False,D · not a dependency
ZDHHC17,ZDHHC17 (23390),0.041361652,0.054600973,0.057069052,0.056539554,0.0,0.0091059602649006,0.0098389982110912,1208,53,-0.0157074,-0.20708315,-1.9653317,53,1118,0.054600973,0.30279994,False,False,0.0,-0.015707400000000003,False,True,False,D · not a dependency
ZDHHC18,ZDHHC18 (84243),0.10727787,0.0763291,0.11857144,0.1179847,0.0,0.015728476821192,0.016994633273703,1208,53,-0.011293568,-0.11719019,-1.0252925,53,1118,0.0763291,0.30885324,False,False,0.0,-0.011293570000000003,False,True,False,D · not a dependency
ZDHHC19,ZDHHC19 (131540),0.08398651,0.08884937,0.09226697,0.091860056,0.0,0.0140728476821192,0.01520572450805,1208,53,-0.008280456,-0.080477655,-0.65294653,53,1118,0.08884937,0.35484716,False,False,0.0,-0.008280460000000003,False,True,False,D · not a dependency
ZDHHC2,ZDHHC2 (51201),0.041089203,0.038138006,0.039904915,0.040531207,0.0,0.0,0.0,1208,53,0.0011842884,0.028142184,0.21874863,53,1118,0.038138006,0.17926562,False,False,0.0,0.0011842879999999986,False,True,False,D · not a dependency
ZDHHC20,ZDHHC20 (253832),0.08126557,0.07620488,0.08734597,0.086933784,0.0,0.009933774834437,0.0098389982110912,1208,53,-0.006080404,-0.06600829,-0.5560951,53,1118,0.07620488,0.41068196,False,False,0.0,-0.0060804,False,True,False,D · not a dependency
ZDHHC21,ZDHHC21 (340481),0.016437922,0.013840581,0.017514741,0.017290704,0.0,0.0008278145695364,0.0008944543828264,1208,53,-0.0010768194,-0.041525427,-0.49957922,53,1118,0.013840581,0.067643575,False,False,0.0,-0.0010768189999999997,False,True,False,D · not a dependency
ZDHHC22,ZDHHC22 (283576),0.08553433,0.084958285,0.08682326,0.08676313,0.0,0.0124172185430463,0.0134168157423971,1208,53,-0.0012889355,-0.0136125805,-0.10675732,53,1118,0.084958285,0.4799652,False,False,0.0,-0.0012889299999999937,False,True,False,D · not a dependency
ZDBF2,ZDBF2 (57683),0.0302317,0.026392573,0.027486006,0.027694207,0.0,0.0008278145695364,0.0008944543828264,1208,53,0.0027456935,0.08798961,0.72705424,53,1118,0.026392573,0.1276661,False,False,0.0,0.002745694,False,True,False,D · not a dependency
ZBTB42,ZBTB42 (100128927),0.07004197,0.06476767,0.047130354,0.048064146,0.0,0.0008278145695364,0.0008944543828264,1208,53,0.022911616,0.4013159,2.5421777,53,1118,0.06476767,0.2995404,False,False,0.0,0.022911615999999996,False,True,False,D · not a dependency
ZBTB43,ZBTB43 (23099),0.044700406,0.040762585,0.047469806,0.04732442,0.0,0.0,0.0,1208,53,-0.0027693994,-0.06333641,-0.48002416,53,1118,0.040762585,0.2092345,False,False,0.0,-0.002769400000000005,False,True,False,D · not a dependency
ZBTB44,ZBTB44 (29068),0.028202033,0.032214515,0.022707125,0.022935832,0.0,0.0033112582781456,0.0035778175313059,1208,53,0.0054949075,0.12005579,1.1610128,53,1118,0.032214515,0.15247911,False,False,0.0,0.005494908,False,True,False,D · not a dependency
ZBTB46,ZBTB46 (140685),0.03050529,0.03273669,0.023177337,0.023751345,0.0,0.0,0.0,1208,53,0.0073279534,0.24293284,1.6033053,53,1118,0.03273669,0.17113629,False,False,0.0,0.007327953000000002,False,True,False,D · not a dependency
ZBTB47,ZBTB47 (92999),0.037529614,0.036622334,0.046668734,0.046317857,0.0,0.0024834437086092,0.0026833631484794,1208,53,-0.009139121,-0.19759616,-1.7292084,53,1118,0.036622334,0.21395467,False,False,0.0,-0.00913912,False,True,False,D · not a dependency
ZBTB48,ZBTB48 (3104),0.048442297,0.06343214,0.06771244,0.06788281,0.0,0.0049668874172185,0.0044722719141323,1208,53,-0.019270144,-0.24887899,-2.114621,53,1118,0.06343214,0.42908385,False,False,0.0,-0.019270142999999997,False,True,False,D · not a dependency
ZBTB49,ZBTB49 (166793),0.03250048,0.021790447,0.03567414,0.03558362,0.0,0.0,0.0,1208,53,-0.0031736605,-0.09068644,-0.9690784,53,1118,0.021790447,0.089294724,False,False,0.0,-0.0031736600000000018,False,True,False,D · not a dependency
ZBTB5,ZBTB5 (9925),0.054336358,0.066593036,0.05077792,0.050914567,0.0,0.0024834437086092,0.0026833631484794,1208,53,0.0035584383,0.053900126,0.38040707,53,1118,0.066593036,0.4004109,False,False,0.0,0.003558438000000004,False,True,False,D · not a dependency
ZBTB6,ZBTB6 (10773),0.05322507,0.0810993,0.033619355,0.034521293,0.0,0.0016556291390728,0.0017889087656529,1208,53,0.019605715,0.29836896,1.7470503,53,1118,0.0810993,0.4174426,False,False,0.0,0.019605715000000003,False,True,False,D · not a dependency
ZBTB7B,ZBTB7B (51043),0.057908345,0.06677802,0.124884136,0.12145476,0.0,0.0504966887417218,0.052772808586762,1208,53,-0.06697579,-0.49913564,-6.318502,53,1118,0.06677802,0.30589506,False,False,0.0,-0.066975791,False,True,False,D · not a dependency
ZBTB7C,ZBTB7C (201501),0.022887228,0.022866879,0.022966966,0.022869416,0.0,0.0,0.0,1208,53,-7.9737976e-05,-0.0032458217,-0.024633676,53,1118,0.022866879,0.12362326,False,False,0.0,-7.973799999999934e-05,False,True,False,D · not a dependency
ZBTB8A,ZBTB8A (653121),0.073737405,0.07768724,0.06297606,0.06338047,0.0,0.0008278145695364,0.0008944543828264,1208,53,0.010761343,0.14973488,0.9918583,53,1118,0.07768724,0.43290442,False,False,0.0,0.010761345000000005,False,True,False,D · not a dependency
ZBTB8B,ZBTB8B (728116),0.042865198,0.05125049,0.036981646,0.037306406,0.0,0.0,0.0,1208,53,0.005883552,0.12837118,0.8241276,53,1118,0.05125049,0.33411694,False,False,0.0,0.005883552,False,True,False,D · not a dependency
ZC4H2,ZC4H2 (55906),0.008988471,0.0080567,0.017313747,0.017077845,0.0,0.0008278145695364,0.0008944543828264,1208,53,-0.008325276,-0.3029807,-5.247182,53,1118,0.0080567,0.031636663,False,False,0.0,-0.008325276000000001,False,True,False,D · not a dependency
ZC2HC1A,ZC2HC1A (51101),0.021657338,0.017238742,0.018784272,0.018769637,0.0,0.0,0.0,1208,53,0.0028730668,0.11328345,1.127611,53,1118,0.017238742,0.06664547,False,False,0.0,0.0028730660000000005,False,True,False,D · not a dependency
ZC2HC1B,ZC2HC1B (153918),0.020599553,0.016000446,0.017890662,0.018057974,0.0,0.0,0.0,1208,53,0.0027088914,0.1424893,1.1824795,53,1118,0.016000446,0.07785256,False,False,0.0,0.002708890999999998,False,True,False,D · not a dependency
ZC2HC1C,ZC2HC1C (79696),0.06465382,0.05837859,0.045567315,0.046785455,0.0,0.0008278145695364,0.0008944543828264,1208,53,0.019086506,0.34509316,2.336554,53,1118,0.05837859,0.24040005,False,False,0.0,0.019086505000000004,False,True,False,D · not a dependency
ZC3H11A,ZC3H11A (9877),0.055434477,0.054332335,0.08197741,0.08082067,0.0,0.0341207349081364,0.0376811594202898,381,25,-0.026542936,-0.22963598,-3.0256693,53,1118,0.054332335,0.19947793,False,False,0.0,-0.026542932999999998,False,True,False,D · not a dependency
ZC3H12A,ZC3H12A (80149),0.043382734,0.041815322,0.048123933,0.04764399,0.0,0.0057947019867549,0.0062611806797853,1208,53,-0.0047411993,-0.076101586,-0.76540196,53,1118,0.041815322,0.20148,False,False,0.0,-0.0047411990000000015,False,True,False,D · not a dependency
ZC3H12B,ZC3H12B (340554),0.035953622,0.030876862,0.031144058,0.031496774,0.0,0.0,0.0,1208,53,0.004809564,0.1385163,1.0949988,53,1118,0.030876862,0.14282908,False,False,0.0,0.004809563999999999,False,True,False,D · not a dependency
ZC3H12C,ZC3H12C (85463),0.055957474,0.039347973,0.05645769,0.05600267,0.0,0.0024834437086092,0.0026833631484794,1208,53,-0.0005002171,-0.008654327,-0.0860348,53,1118,0.039347973,0.14110622,False,False,0.0,-0.0005002159999999978,False,True,False,D · not a dependency
ZC3H14,ZC3H14 (79882),0.036930215,0.031309072,0.025206357,0.025791358,0.0,0.0,0.0,1208,53,0.011723857,0.37779462,2.6657956,53,1118,0.031309072,0.17104436,False,False,0.0,0.011723858000000004,False,True,False,D · not a dependency
ZC3H15,ZC3H15 (55854),0.06412242,0.091954544,0.06645484,0.066825576,0.0,0.0132450331125827,0.0134168157423971,1208,53,-0.0023324192,-0.023178956,-0.17884044,53,1118,0.091954544,0.4773484,False,False,0.0,-0.0023324200000000017,False,True,False,D · not a dependency
ZC3H6,ZC3H6 (376940),0.04661565,0.038056403,0.04813456,0.048017703,0.0,0.0,0.0,1208,53,-0.0015189126,-0.034878604,-0.28001815,53,1118,0.038056403,0.16601111,False,False,0.0,-0.0015189099999999983,False,True,False,D · not a dependency
ZC3H7A,ZC3H7A (29066),0.10998014,0.09869932,0.105766974,0.107001476,0.0,0.0455298013245033,0.0456171735241502,1208,53,0.004213169,0.032063305,0.2935614,53,1118,0.09869932,0.43554118,False,False,0.0,0.004213166000000004,False,True,False,D · not a dependency
ZC3H7B,ZC3H7B (23264),0.09531376,0.08094652,0.07206051,0.0730595,0.0,0.0016556291390728,0.0017889087656529,1208,53,0.023253247,0.29498664,2.0482526,53,1118,0.08094652,0.3534963,False,False,0.0,0.023253250000000003,False,True,False,D · not a dependency
ZC3HAV1L,ZC3HAV1L (92092),0.01991301,0.025463505,0.018604338,0.018726207,0.0,0.0,0.0,1208,53,0.0013086721,0.0424802,0.35814953,53,1118,0.025463505,0.121781826,False,False,0.0,0.0013086719999999968,False,True,False,D · not a dependency
ZBTB9,ZBTB9 (221504),0.10965052,0.08207956,0.09794365,0.09819369,0.0,0.0074503311258278,0.0080500894454382,1208,53,0.011706874,0.13509825,1.0093588,53,1118,0.08207956,0.32752445,False,False,0.0,0.011706870000000008,False,True,False,D · not a dependency
SIRT6,SIRT6 (51548),0.027964126,0.03399827,0.026360441,0.0262122,0.0,0.0016556291390728,0.0017889087656529,1208,53,0.0016036853,0.03705897,0.32650045,53,1118,0.03399827,0.18454958,False,False,0.0,0.0016036850000000005,False,True,False,D · not a dependency
SIX2,SIX2 (10736),0.011814905,0.0076650875,0.016998839,0.016707815,0.0,0.0,0.0,1208,53,-0.0051839333,-0.2519221,-3.849474,53,1118,0.0076650875,0.032793615,False,False,0.0,-0.005183934000000001,False,True,False,D · not a dependency
SIX3,SIX3 (6496),0.022362147,0.020703774,0.028527299,0.028118046,0.0,0.0016556291390728,0.0017889087656529,1208,53,-0.0061651524,-0.16271308,-1.923562,53,1118,0.020703774,0.115895875,False,False,0.0,-0.006165152,False,True,False,D · not a dependency
SIX4,SIX4 (51804),0.046036735,0.036723215,0.049647886,0.04945182,0.0,0.0049668874172185,0.0044722719141323,1208,53,-0.0036111511,-0.063239254,-0.6585119,53,1118,0.036723215,0.18629856,False,False,0.0,-0.003611151,False,True,False,D · not a dependency
SIX5,SIX5 (147912),0.08136489,0.08814943,0.06687994,0.06742708,0.0,0.0024834437086092,0.0026833631484794,1208,53,0.014484949,0.18194102,1.1787751,53,1118,0.08814943,0.4577035,False,False,0.0,0.014484949999999996,False,True,False,D · not a dependency
SIX6,SIX6 (4990),0.038088687,0.03054997,0.036701154,0.036500424,0.0,0.0008278145695364,0.0008944543828264,1208,53,0.0013875328,0.037599277,0.31656995,53,1118,0.03054997,0.1535649,False,False,0.0,0.0013875330000000033,False,True,False,D · not a dependency
SKAP1,SKAP1 (8631),0.09745281,0.06912382,0.09969599,0.1004791,0.0,0.0115894039735099,0.0107334525939177,1208,53,-0.002243176,-0.02511,-0.22414331,53,1118,0.06912382,0.27293503,False,False,0.0,-0.0022431799999999974,False,True,False,D · not a dependency
SKAP2,SKAP2 (8935),0.03519657,0.06209469,0.032359097,0.032766767,0.0,0.0057947019867549,0.0053667262969588,1208,53,0.0028374717,0.040765304,0.3213458,53,1118,0.06209469,0.4003085,False,False,0.0,0.002837473,False,True,False,D · not a dependency
SKI,SKI (6497),0.05589226,0.067134954,0.07436631,0.073643714,0.0,0.0231788079470198,0.0241502683363148,1208,53,-0.01847405,-0.1811041,-1.8508974,53,1118,0.067134954,0.3007788,False,False,0.0,-0.018474050000000006,False,True,False,D · not a dependency
SKIDA1,SKIDA1 (387640),0.042671666,0.06986643,0.03085876,0.031252168,0.0,0.0008278145695364,0.0008944543828264,1208,53,0.011812905,0.20202382,1.2193772,53,1118,0.06986643,0.49741435,False,False,0.0,0.011812905999999998,False,True,False,D · not a dependency
SKIL,SKIL (6498),0.043637212,0.05298629,0.048855804,0.0482894,0.0,0.0082781456953642,0.0089445438282647,1208,53,-0.0052185915,-0.075820565,-0.6797715,53,1118,0.05298629,0.2754543,False,False,0.0,-0.005218592000000001,False,True,False,D · not a dependency
SKOR1,SKOR1 (390598),0.09951742,0.08657276,0.08846948,0.088377975,0.0,0.0057947019867549,0.0062611806797853,1208,53,0.011047937,0.11977978,0.9022791,53,1118,0.08657276,0.37587687,False,False,0.0,0.011047939999999992,False,True,False,D · not a dependency
THNSL2,THNSL2 (55258),0.053862248,0.058858838,0.050026905,0.050125804,0.0,0.0016556291390728,0.0017889087656529,1208,53,0.0038353428,0.06305958,0.46210915,53,1118,0.058858838,0.34112307,False,False,0.0,0.003835342999999998,False,True,False,D · not a dependency
SLA,SLA (6503),0.017552204,0.020638004,0.015618917,0.015720686,0.0,0.0,0.0,1208,53,0.0019332878,0.09068546,0.66434735,53,1118,0.020638004,0.115898594,False,False,0.0,0.0019332869999999988,False,True,False,D · not a dependency
SLA2,SLA2 (84174),0.013186876,0.01679384,0.012998463,0.013091262,0.0,0.0,0.0,1208,53,0.00018841308,0.01172506,0.08011377,53,1118,0.01679384,0.11203005,False,False,0.0,0.00018841300000000012,False,True,False,D · not a dependency
SLAIN1,SLAIN1 (122060),0.034236655,0.04317714,0.029486014,0.029679367,0.0,0.0008278145695364,0.0008944543828264,1208,53,0.004750641,0.10613278,0.78003633,53,1118,0.04317714,0.23840763,False,False,0.0,0.004750640999999996,False,True,False,D · not a dependency
SLAMF1,SLAMF1 (6504),0.050251078,0.056775093,0.06798686,0.066707574,0.0,0.0041390728476821,0.0044722719141323,1208,53,-0.017735783,-0.26378793,-2.1827478,53,1118,0.056775093,0.4156352,False,False,0.0,-0.017735782,False,True,False,D · not a dependency
SLAMF6,SLAMF6 (114836),0.030323591,0.032639287,0.024631148,0.02479532,0.0,0.0,0.0,1208,53,0.005692443,0.18376511,1.2462311,53,1118,0.032639287,0.22830246,False,False,0.0,0.005692443000000002,False,True,False,D · not a dependency
SLAMF7,SLAMF7 (57823),0.03066222,0.038796622,0.038396463,0.037643667,0.0,0.0024834437086092,0.0026833631484794,1208,53,-0.007734243,-0.16983588,-1.3944471,53,1118,0.038796622,0.25450698,False,False,0.0,-0.007734242999999998,False,True,False,D · not a dependency
SLAMF8,SLAMF8 (56833),0.027044343,0.031747222,0.030209895,0.030035088,0.0,0.0,0.0,1208,53,-0.0031655524,-0.09589727,-0.7067004,53,1118,0.031747222,0.17902145,False,False,0.0,-0.003165552000000002,False,True,False,D · not a dependency
SLC10A1,SLC10A1 (6554),0.027649576,0.0222279,0.0323351,0.032141566,0.0,0.0008278145695364,0.0008944543828264,1208,53,-0.004685523,-0.14342208,-1.4264448,53,1118,0.0222279,0.0885672,False,False,0.0,-0.004685524,False,True,False,D · not a dependency
SLC10A2,SLC10A2 (6555),0.018274872,0.015687326,0.016677259,0.016880786,0.0,0.0,0.0,1208,53,0.0015976131,0.085136555,0.71071213,53,1118,0.015687326,0.07209869,False,False,0.0,0.0015976130000000012,False,True,False,D · not a dependency
SLC10A3,SLC10A3 (8273),0.021297736,0.029891506,0.017541163,0.017719233,0.0,0.0008278145695364,0.0008944543828264,1208,53,0.0037565734,0.123289056,0.89239687,53,1118,0.029891506,0.19893341,False,False,0.0,0.0037565730000000026,False,True,False,D · not a dependency
SLC10A4,SLC10A4 (201780),0.053141393,0.05168091,0.050832164,0.05028648,0.0,0.0016556291390728,0.0017889087656529,1208,53,0.0023092292,0.0390168,0.31345764,53,1118,0.05168091,0.27640367,False,False,0.0,0.002309229000000003,False,True,False,D · not a dependency
SLC10A5,SLC10A5 (347051),0.028355267,0.019172015,0.01923556,0.01950697,0.0,0.0,0.0,1208,53,0.009119706,0.4067161,3.3287427,53,1118,0.019172015,0.08149254,False,False,0.0,0.009119707000000001,False,True,False,D · not a dependency
SLC10A6,SLC10A6 (345274),0.030571906,0.025001453,0.031840645,0.031832524,0.0,0.0,0.0,1208,53,-0.0012687389,-0.042460725,-0.35418186,53,1118,0.025001453,0.13202195,False,False,0.0,-0.0012687390000000014,False,True,False,D · not a dependency
SKOR2,SKOR2 (652991),0.028516628,0.07286028,0.01919743,0.019381195,0.0,0.0008278145695364,0.0008944543828264,1208,53,0.009319197,0.16212945,0.92580736,53,1118,0.07286028,0.4478428,False,False,0.0,0.009319197999999997,False,True,False,D · not a dependency
SIGLEC10,SIGLEC10 (89790),0.062277064,0.042298034,0.05930525,0.059603665,0.0,0.0,0.0,1208,53,0.002971813,0.057375044,0.48885283,53,1118,0.042298034,0.24517557,False,False,0.0,0.002971814000000003,False,True,False,D · not a dependency
SIGLEC12,SIGLEC12 (89858),0.032036897,0.029463047,0.037998676,0.038426153,0.0,0.0,0.0,1208,53,-0.0059617795,-0.15408799,-1.3943934,53,1118,0.029463047,0.1397348,False,False,0.0,-0.005961779,False,True,False,D · not a dependency
SIGLEC14,SIGLEC14 (100049587),0.012704228,0.025365926,0.007809997,0.008278601,0.0,0.0,0.0,320,25,0.004894231,0.24202125,1.39572,53,1118,0.025365926,0.124080054,False,False,0.0,0.004894231,False,True,False,D · not a dependency
SIGLEC15,SIGLEC15 (284266),0.04680079,0.040503662,0.04096632,0.041166093,0.0,0.0016556291390728,0.0017889087656529,1208,53,0.0058344677,0.12597914,1.010711,53,1118,0.040503662,0.21820043,False,False,0.0,0.005834470000000001,False,True,False,D · not a dependency
SIGLEC5,SIGLEC5 (8778),0.0070307283,0.005275737,0.0060525034,0.0060795587,0.0,0.0,0.0,1208,53,0.0009782249,0.14872515,1.2870752,53,1118,0.005275737,0.022073977,False,False,0.0,0.0009782248999999996,False,True,False,D · not a dependency
SIGLEC6,SIGLEC6 (946),0.059487026,0.07486688,0.04332173,0.043979436,0.0,0.0008278145695364,0.0008944543828264,1208,53,0.016165297,0.23678513,1.5477873,53,1118,0.07486688,0.4147296,False,False,0.0,0.016165295999999996,False,True,False,D · not a dependency
SIGLEC7,SIGLEC7 (27036),0.07031123,0.060811434,0.06081626,0.061187554,0.0,0.0,0.0,1208,53,0.009494975,0.15811947,1.1119341,53,1118,0.060811434,0.30651477,False,False,0.0,0.009494970000000005,False,True,False,D · not a dependency
SIGLEC9,SIGLEC9 (27180),0.034235593,0.03131635,0.038741086,0.03822604,0.0,0.0008278145695364,0.0008944543828264,1208,53,-0.0045054927,-0.10837447,-0.98983115,53,1118,0.03131635,0.17244828,False,False,0.0,-0.004505492999999999,False,True,False,D · not a dependency
SIGLECL1,SIGLECL1 (284369),0.024967212,0.025956666,0.03111457,0.030807672,0.0,0.0,0.0,1208,53,-0.0061473586,-0.17842123,-1.6294357,53,1118,0.025956666,0.15133764,False,False,0.0,-0.006147358000000002,False,True,False,D · not a dependency
SIK1,SIK1 (150094),0.07117494,0.06369809,0.05606466,0.05664088,0.0,0.0074503311258278,0.0071556350626118,1208,53,0.01511028,0.20077614,1.6579822,53,1118,0.06369809,0.28380346,False,False,0.0,0.015110280000000004,False,True,False,D · not a dependency
SIK2,SIK2 (23235),0.03726896,0.037707396,0.039431177,0.039139256,0.0,0.0049668874172185,0.0053667262969588,1208,53,-0.002162218,-0.038454223,-0.38702834,53,1118,0.037707396,0.1734709,False,False,0.0,-0.002162217000000001,False,True,False,D · not a dependency
SIK3,SIK3 (23387),0.023544323,0.018602615,0.043523535,0.042111356,0.0,0.0140728476821192,0.01520572450805,1208,53,-0.019979212,-0.25000647,-4.7563496,53,1118,0.018602615,0.09521032,False,False,0.0,-0.019979212000000003,False,True,False,D · not a dependency
SIRT5,SIRT5 (23408),0.052835397,0.060934693,0.058286153,0.058550727,0.0,0.0115894039735099,0.0116279069767441,1208,53,-0.0054507554,-0.06692557,-0.61480653,53,1118,0.060934693,0.2748531,False,False,0.0,-0.005450756000000001,False,True,False,D · not a dependency
SIL1,SIL1 (64374),0.054871496,0.06242015,0.047209214,0.04722033,0.0,0.0,0.0,1208,53,0.0076622814,0.13332558,0.8792821,53,1118,0.06242015,0.3313375,False,False,0.0,0.007662281999999999,False,True,False,D · not a dependency
SIM1,SIM1 (6492),0.027044153,0.02775721,0.04031806,0.03944497,0.0,0.0008278145695364,0.0008944543828264,1208,53,-0.013273908,-0.3215982,-3.2293363,53,1118,0.02775721,0.1717236,False,False,0.0,-0.013273907000000001,False,True,False,D · not a dependency
SIM2,SIM2 (6493),0.051078346,0.05591343,0.045487218,0.045900363,0.0,0.0041390728476821,0.0044722719141323,1208,53,0.005591128,0.0824688,0.69664544,53,1118,0.05591343,0.30012774,False,False,0.0,0.005591127999999994,False,True,False,D · not a dependency
SIN3B,SIN3B (23309),0.036483005,0.06621345,0.06473304,0.06263084,0.0,0.0074503311258278,0.0080500894454382,1208,53,-0.028250039,-0.3479071,-2.968025,53,1118,0.06621345,0.43423223,False,False,0.0,-0.028250035000000007,False,True,False,D · not a dependency
SIPA1L1,SIPA1L1 (26037),0.018534806,0.019637246,0.016722022,0.016780734,0.0,0.0008278145695364,0.0008944543828264,1208,53,0.001812784,0.08245257,0.64926094,53,1118,0.019637246,0.12188084,False,False,0.0,0.0018127840000000013,False,True,False,D · not a dependency
SIPA1L2,SIPA1L2 (57568),0.024809068,0.022480171,0.03236523,0.031917106,0.0,0.0033112582781456,0.0035778175313059,1208,53,-0.007556161,-0.18815698,-2.1841834,53,1118,0.022480171,0.14257796,False,False,0.0,-0.007556162000000002,False,True,False,D · not a dependency
SIPA1L3,SIPA1L3 (23094),0.028355177,0.037786484,0.03726228,0.036488146,0.0,0.0008278145695364,0.0008944543828264,1208,53,-0.008907102,-0.1817901,-1.6273617,53,1118,0.037786484,0.25855914,False,False,0.0,-0.008907103000000003,False,True,False,D · not a dependency
SIRPA,SIRPA (140885),0.023728088,0.030455098,0.045406304,0.04385752,0.0,0.0,0.0,383,25,-0.021678217,-0.38094175,-4.5738473,53,1118,0.030455098,0.116745174,False,False,0.0,-0.021678216,False,True,False,D · not a dependency
SIRPB1,SIRPB1 (10326),0.0067873457,0.0057053627,0.008166786,0.008047783,0.0,0.0,0.0,1208,53,-0.0013794405,-0.12235651,-1.5304152,53,1118,0.0057053627,0.033047516,False,False,0.0,-0.0013794403000000005,False,True,False,D · not a dependency
SIRPB2,SIRPB2 (284759),0.0497976,0.04171497,0.04163648,0.041636858,0.0,0.0008278145695364,0.0008944543828264,1208,53,0.00816112,0.16234204,1.3640332,53,1118,0.04171497,0.18904412,False,False,0.0,0.008161120000000001,False,True,False,D · not a dependency
SIRPD,SIRPD (128646),0.014874171,0.014662067,0.011829101,0.011935212,0.0,0.0,0.0,1208,53,0.003045071,0.20388892,1.474841,53,1118,0.014662067,0.09488383,False,False,0.0,0.0030450700000000004,False,True,False,D · not a dependency
SIRPG,SIRPG (55423),0.017622057,0.012144567,0.023008026,0.02253267,0.0,0.0,0.0,1165,53,-0.005385969,-0.24054463,-2.8594697,53,1118,0.012144567,0.06253175,False,False,0.0,-0.005385969000000001,False,True,False,D · not a dependency
SIRT1,SIRT1 (23411),0.055719834,0.08079977,0.04475127,0.045029886,0.0,0.0107615894039735,0.0116279069767441,1208,53,0.010968562,0.12223859,0.9556133,53,1118,0.08079977,0.4936102,False,False,0.0,0.010968564,False,True,False,D · not a dependency
SIKE1,SIKE1 (80143),0.111488834,0.07594197,0.095036164,0.09611203,0.0,0.009933774834437,0.0107334525939177,1208,53,0.01645267,0.17898798,1.5096639,53,1118,0.07594197,0.34418285,False,False,0.0,0.01645266999999999,False,True,False,D · not a dependency
SLC17A4,SLC17A4 (10050),0.04499433,0.032968212,0.04458125,0.044827927,0.0,0.0,0.0,1208,53,0.00041307881,0.009762057,0.08662668,53,1118,0.032968212,0.12804596,False,False,0.0,0.00041307999999999623,False,True,False,D · not a dependency
SLC17A5,SLC17A5 (26503),0.03757468,0.034893967,0.045498755,0.045465026,0.0,0.0024834437086092,0.0026833631484794,1208,53,-0.007924076,-0.17653042,-1.569545,53,1118,0.034893967,0.1841263,False,False,0.0,-0.007924075000000003,False,True,False,D · not a dependency
SLC17A6,SLC17A6 (57084),0.020664116,0.023837948,0.027159676,0.026901448,0.0,0.0008278145695364,0.0008944543828264,1208,53,-0.0064955596,-0.18256639,-1.8388457,53,1118,0.023837948,0.12147708,False,False,0.0,-0.006495560000000001,False,True,False,D · not a dependency
SLC17A7,SLC17A7 (57030),0.09361479,0.07023508,0.07707316,0.07741076,0.0,0.0033112582781456,0.0035778175313059,1208,53,0.01654163,0.22531231,1.6683652,53,1118,0.07023508,0.30040196,False,False,0.0,0.01654163,False,True,False,D · not a dependency
SLC17A8,SLC17A8 (246213),0.02218139,0.03261464,0.021711634,0.021563927,0.0,0.0,0.0,1208,53,0.00046975538,0.015371648,0.10302712,53,1118,0.03261464,0.22502129,False,False,0.0,0.00046975599999999826,False,True,False,D · not a dependency
SLC17A9,SLC17A9 (63910),0.039352074,0.041270457,0.045867667,0.04590663,0.0,0.0066225165562913,0.0062611806797853,1208,53,-0.0065155923,-0.105035074,-1.0640327,53,1118,0.041270457,0.22753654,False,False,0.0,-0.006515593,False,True,False,D · not a dependency
SLC18A1,SLC18A1 (6570),0.01765686,0.015472585,0.0139803635,0.0140661895,0.0,0.0,0.0,1208,53,0.0036764974,0.21646452,1.6747882,53,1118,0.015472585,0.070919745,False,False,0.0,0.0036764964999999993,False,True,False,D · not a dependency
SLC18A2,SLC18A2 (6571),0.023920376,0.023493124,0.02404133,0.02405053,0.0,0.0,0.0,1208,53,-0.00012095459,-0.0049852408,-0.03651381,53,1118,0.023493124,0.15701944,False,False,0.0,-0.0001209539999999995,False,True,False,D · not a dependency
SLC18A3,SLC18A3 (6572),0.07880429,0.06287015,0.074695006,0.0750796,0.0,0.0041390728476821,0.0044722719141323,1208,53,0.004109286,0.05982302,0.46092165,53,1118,0.06287015,0.24844094,False,False,0.0,0.004109284000000005,False,True,False,D · not a dependency
SLC18B1,SLC18B1 (116843),0.03339835,0.040261567,0.028967995,0.028873876,0.0,0.0,0.0,1208,53,0.0044303536,0.11477203,0.78563637,53,1118,0.040261567,0.25731266,False,False,0.0,0.004430355,False,True,False,D · not a dependency
SLC19A1,SLC19A1 (6573),0.049234957,0.053885717,0.06043117,0.059259705,0.0,0.0182119205298013,0.0196779964221824,1208,53,-0.011196215,-0.11920522,-1.3580376,53,1118,0.053885717,0.2893116,False,False,0.0,-0.011196212999999997,False,True,False,D · not a dependency
SLC19A2,SLC19A2 (10560),0.09857342,0.088770874,0.07900799,0.07981176,0.0,0.0074503311258278,0.0080500894454382,1208,53,0.019565426,0.21567409,1.5646938,53,1118,0.088770874,0.3114699,False,False,0.0,0.019565429999999995,False,True,False,D · not a dependency
