sample_id,cluster,consensus_membership,consensus_own,consensus_best_other,is_core,silhouette_sample,library_batch,verhaak_nearest,sig_Proneural,sig_Classical,sig_Mesenchymal,sig_Neural,pw_MTC_OXPHOS,pw_GPM_GLYCOLYSIS_LIPID,pw_PPR_PROLIFERATION,pw_NEU_NEURONAL,pw_OLIGODENDROCYTE_MYELIN,pw_IMMUNE_MYELOID,pw_HYPOXIA_ANGIOGENESIS
e7b0cb4b-d9c4-440f-b5d4-857d7e53e303,2,0.7297,0.8512,0.1215,True,0.1168,polyA_selected,Classical,-0.7655,0.2121,-0.2531,-0.1605,1.0926,0.0895,-1.9095,-0.9163,-1.2237,-0.4517,0.0243
2426bdbe-9a09-4ea1-b5eb-1ecb2c492898,2,0.7281,0.8497,0.1216,True,0.2159,totalRNA_rRNAdepleted,Classical,-0.3282,1.0376,-0.3868,-1.1499,-0.2186,0.2129,0.2801,-0.4026,-0.8783,-0.4552,0.3229
51cf388b-effc-44bd-bd78-5b25878561a2,2,0.6998,0.8234,0.1236,True,0.1346,polyA_selected,Classical,0.4332,0.6505,-0.7698,-0.1207,-0.2624,-0.3412,0.5103,0.4559,-0.5012,-1.0824,-0.1158
efd59495-0b78-4b9e-af2b-20adbd7689f5,2,0.6693,0.819,0.1497,True,0.1826,totalRNA_rRNAdepleted,Classical,-1.2393,-0.423,-0.9636,-1.0352,0.8416,-0.8321,-1.7132,-1.298,-1.5054,-1.5385,0.1863
f2d885c3-e234-4584-a071-98ccbb871553,2,0.6555,0.8151,0.1596,True,0.1809,polyA_selected,Classical,-0.7157,0.7968,-0.1894,-0.5305,0.6724,0.136,-0.2502,-0.3659,-0.3001,-0.2959,-0.0146
89154592-5e65-4616-bbfc-3cf8999363db,2,0.6424,0.8063,0.1639,True,0.0718,totalRNA_rRNAdepleted,Classical,-0.3565,0.7524,0.1868,-0.3474,-0.4957,-0.2282,-1.3959,-0.4388,-1.082,0.0041,0.0547
979a75fb-49bd-48e4-b7b1-1391a67726cb,2,0.6264,0.7704,0.144,True,0.0927,polyA_selected,Proneural,-0.2177,-0.233,-0.4679,-0.7285,-0.3195,-0.3612,0.8727,-0.609,-0.8442,-1.5321,-0.3796
a6a0d0d7-9aea-4403-b5c1-c4f2d420059f,2,0.5673,0.7693,0.202,True,0.1469,totalRNA_rRNAdepleted,Classical,-0.2387,1.0355,-0.6671,-0.4038,0.7032,0.1174,0.6962,-0.5321,-0.7014,-0.7093,0.1826
5a469815-4a88-4a5e-8df5-1e71579577e7,2,0.5532,0.7526,0.1995,True,0.1553,totalRNA_rRNAdepleted,Classical,-0.6267,0.8562,-0.1615,-0.9855,-0.3188,0.4193,-0.0864,-0.7328,-1.2241,-0.3423,0.5393
c247006d-7749-4838-9bfb-1388e089450d,2,0.4733,0.6977,0.2244,False,0.0586,totalRNA_rRNAdepleted,Proneural,-0.4923,-0.5642,-0.7727,-0.8772,-0.6416,-0.7457,0.727,-1.0734,-1.5794,-2.4766,-0.4939
5b48d67b-b6c5-41aa-a8f2-9a73c45ede88,2,0.4491,0.7075,0.2584,False,0.0492,totalRNA_rRNAdepleted,Classical,-0.3237,0.3216,0.1579,-0.3253,-0.1097,0.2254,0.3328,-0.4379,-0.5998,0.116,0.652
45b03af8-f396-4c1b-809a-5e2aa7ce0769,2,0.3966,0.609,0.2124,False,0.0647,totalRNA_rRNAdepleted,Proneural,0.3892,-0.0109,0.0237,-0.1413,0.5803,-0.0429,0.8456,-0.2118,-0.0417,0.1577,0.4885
aa1c5f7f-f66e-4e92-91fb-a8cd0a6ba463,2,0.2764,0.611,0.3345,False,0.0245,totalRNA_rRNAdepleted,Classical,-0.2452,0.9313,-0.5273,0.1049,0.4342,-0.1805,-0.3719,0.3038,-0.1973,-0.7833,-0.7884
0601cab0-163f-48e4-bc9f-87b068d8b591,2,0.2711,0.6238,0.3527,False,0.0124,totalRNA_rRNAdepleted,Classical,0.1459,0.7336,0.0155,-0.0152,0.0059,0.2232,0.6522,-0.5228,-0.853,-0.2068,0.9087
155b64a3-9f0a-4f56-970b-d389caea4af3,2,0.2155,0.492,0.2765,False,0.0575,totalRNA_rRNAdepleted,Neural,0.1446,0.3816,-0.8781,0.6343,0.695,-0.5833,0.2094,0.3944,-0.1905,-0.6746,-1.0023
e044dbf9-7587-48b7-b58a-b4f5d9401309,2,0.1562,0.5413,0.3852,False,0.0919,totalRNA_rRNAdepleted,Classical,-0.553,0.3323,-0.1208,-0.6285,-0.1439,0.5552,0.0354,-0.9849,-0.9636,-0.014,0.1931
81dcfef2-2a70-4868-bc63-4aeaf924aa7b,2,0.0501,0.4884,0.4383,False,0.0118,totalRNA_rRNAdepleted,Neural,-0.0698,0.1046,-1.002,0.2785,0.9912,-0.9685,-0.1312,-0.7605,-0.5597,-1.195,-1.5662
