variant,gene_set,n_pcs,algorithm,k,silhouette,calinski_harabasz,davies_bouldin,batch_ARI,BioValidity_ARI,BioValidity_NMI,min_cluster_size,size_balance,cluster_sizes
V2,MAD_2000_ALL,8,Ward,7,0.1083,43.7,1.7943,0.0023,0.1601,0.2961,27,0.29,"93,38,55,46,37,27,32"
V2,MAD_2000_ALL,8,GMM,3,0.1034,49.1,2.2261,-0.0008,0.2965,0.3116,91,0.636,"91,143,94"
V2,MAD_2000_ALL,8,GMM,4,0.0847,41.2,2.3156,-0.0038,0.2375,0.2844,54,0.45,"56,120,54,98"
V2,MAD_2000_ALL,8,GMM,5,0.1085,43.0,1.9298,-0.0051,0.3529,0.3697,30,0.28,"98,30,34,107,59"
V2,MAD_2000_ALL,8,GMM,6,0.0878,37.9,2.2124,-0.0014,0.2562,0.324,18,0.167,"108,63,40,75,24,18"
V2,MAD_2000_ALL,8,GMM,7,0.0745,34.4,2.1536,-0.0015,0.3401,0.3771,16,0.195,"43,70,16,41,30,82,46"
V2,MAD_2000_ALL,8,Spectral,3,0.1666,74.9,1.8661,-0.0001,0.2757,0.3096,89,0.664,"134,105,89"
V2,MAD_2000_ALL,8,Spectral,4,0.1533,66.9,1.7915,-0.0029,0.3203,0.3531,76,0.835,"85,76,91,76"
V2,MAD_2000_ALL,8,Spectral,5,0.1531,58.2,1.6321,-0.0014,0.2688,0.3308,30,0.316,"66,58,79,30,95"
V2,MAD_2000_ALL,8,Spectral,6,0.1375,55.3,1.5774,-0.0009,0.232,0.3467,31,0.32,"69,42,31,51,38,97"
V2,MAD_2000_ALL,8,Spectral,7,0.1374,49.8,1.6272,-0.0007,0.2434,0.3896,27,0.278,"39,97,32,48,45,27,40"
V2,MAD_2000_ALL,10,KMeans,3,0.1568,71.1,1.9833,-0.0029,0.1863,0.2125,105,0.921,"109,114,105"
V2,MAD_2000_ALL,10,KMeans,4,0.1502,62.6,1.9288,-0.0044,0.3427,0.3966,73,0.737,"76,80,99,73"
V2,MAD_2000_ALL,10,KMeans,5,0.1529,56.5,1.7381,-0.0001,0.2855,0.3462,40,0.494,"40,81,57,71,79"
V2,MAD_2000_ALL,10,KMeans,6,0.1386,51.6,1.7339,-0.0024,0.295,0.3811,38,0.5,"76,41,38,61,50,62"
V2,MAD_2000_ALL,10,KMeans,7,0.1402,48.2,1.7699,-0.0014,0.2682,0.3674,33,0.569,"56,58,33,48,45,52,36"
V2,MAD_2000_ALL,10,Ward,3,0.1329,59.4,2.2079,-0.0031,0.2759,0.2674,86,0.688,"125,117,86"
V2,MAD_2000_ALL,10,Ward,4,0.0945,51.0,2.1205,-0.0046,0.2693,0.2525,60,0.513,"117,65,86,60"
V2,MAD_2000_ALL,10,Ward,5,0.0952,45.8,2.1866,-0.0038,0.264,0.3044,52,0.605,"86,52,65,60,65"
V2,MAD_2000_ALL,10,Ward,6,0.1068,43.3,2.036,-0.0029,0.2856,0.3396,24,0.369,"62,52,65,60,65,24"
V2,MAD_2000_ALL,10,Ward,7,0.1115,40.4,1.9758,-0.0023,0.2276,0.3273,24,0.369,"36,52,65,60,65,24,26"
V2,MAD_2000_ALL,10,GMM,3,0.0768,37.4,2.7175,-0.0046,0.1534,0.2235,62,0.446,"139,127,62"
V2,MAD_2000_ALL,10,GMM,4,0.0687,32.2,2.8453,-0.0052,0.1716,0.2303,27,0.179,"53,27,151,97"
V2,MAD_2000_ALL,10,GMM,5,0.0927,38.7,2.1856,-0.0047,0.2533,0.3021,42,0.438,"42,85,96,53,52"
V2,MAD_2000_ALL,10,GMM,6,0.0822,35.4,2.1513,-0.0046,0.2277,0.304,29,0.322,"62,39,29,50,58,90"
V2,MAD_2000_ALL,10,GMM,7,0.0974,33.8,2.084,-0.0033,0.2708,0.3193,13,0.143,"91,37,59,13,68,25,35"
V2,MAD_2000_ALL,10,Spectral,3,0.1557,66.6,1.9311,-0.003,0.25,0.2968,72,0.483,"107,149,72"
V2,MAD_2000_ALL,10,Spectral,4,0.1441,60.2,1.9049,-0.0012,0.3282,0.3658,74,0.831,"89,87,78,74"
V2,MAD_2000_ALL,10,Spectral,5,0.1374,52.8,1.732,-0.0034,0.2474,0.32,28,0.301,"28,93,89,66,52"
V2,MAD_2000_ALL,10,Spectral,6,0.114,47.6,1.6968,-0.003,0.2394,0.3651,27,0.278,"76,33,54,97,41,27"
V2,MAD_2000_ALL,10,Spectral,7,0.1216,43.9,1.7078,-0.0035,0.2116,0.3639,23,0.228,"43,52,32,101,31,23,46"
V2,MAD_2000_ALL,15,KMeans,3,0.1412,61.5,2.091,-0.0025,0.2505,0.2719,102,0.895,"112,114,102"
V2,MAD_2000_ALL,15,KMeans,4,0.1311,53.4,2.0922,-0.0041,0.3451,0.3994,73,0.745,"73,75,82,98"
V2,MAD_2000_ALL,15,KMeans,5,0.1317,47.8,1.8558,-0.0019,0.2747,0.3436,41,0.488,"84,80,50,41,73"
V2,MAD_2000_ALL,15,KMeans,6,0.1216,43.2,1.9793,0.001,0.2716,0.3553,39,0.52,"55,75,66,44,39,49"
V2,MAD_2000_ALL,15,KMeans,7,0.1205,39.8,1.9835,-0.0008,0.2595,0.3518,35,0.583,"53,42,45,35,47,46,60"
V2,MAD_2000_ALL,15,Ward,3,0.0907,45.3,2.3751,-0.0062,0.1543,0.2321,64,0.342,"187,77,64"
V2,MAD_2000_ALL,15,Ward,4,0.0958,40.9,2.3612,-0.0008,0.2659,0.2854,64,0.66,"97,77,64,90"
V2,MAD_2000_ALL,15,Ward,5,0.0938,38.4,2.0752,-0.0027,0.2887,0.2854,40,0.444,"77,90,64,40,57"
V2,MAD_2000_ALL,15,Ward,6,0.0927,35.4,2.0652,-0.0029,0.2983,0.3084,27,0.3,"90,40,64,50,57,27"
V2,MAD_2000_ALL,15,Ward,7,0.0951,33.7,1.9625,-0.0018,0.2643,0.2962,24,0.364,"64,40,24,50,57,27,66"
V2,MAD_2000_ALL,15,GMM,3,0.0968,40.5,2.3766,-0.0037,0.224,0.2217,62,0.4,"155,111,62"
V2,MAD_2000_ALL,15,GMM,4,0.0906,40.8,2.3195,-0.0032,0.2436,0.2949,68,0.694,"70,98,92,68"
V2,MAD_2000_ALL,15,GMM,5,0.082,35.4,2.3266,-0.0016,0.2775,0.3226,38,0.432,"63,38,78,88,61"
V2,MAD_2000_ALL,15,GMM,6,0.067,31.7,2.4121,-0.0038,0.2616,0.3207,34,0.425,"47,34,76,80,57,34"
V2,MAD_2000_ALL,15,GMM,7,0.0934,33.3,2.2443,-0.002,0.2684,0.3746,19,0.322,"19,59,54,52,48,46,50"
V2,MAD_2000_ALL,15,Spectral,3,0.1367,57.9,2.1451,-0.0038,0.3158,0.3335,87,0.608,"87,98,143"
V2,MAD_2000_ALL,15,Spectral,4,0.1252,50.8,2.0654,-0.0032,0.348,0.3713,77,0.885,"84,87,77,80"
V2,MAD_2000_ALL,15,Spectral,5,0.1268,45.2,1.8464,-0.0015,0.2685,0.3367,29,0.309,"29,94,67,80,58"
V2,MAD_2000_ALL,15,Spectral,6,0.111,40.7,1.8478,-0.0035,0.265,0.3406,28,0.311,"90,52,76,40,42,28"
V2,MAD_2000_ALL,15,Spectral,7,0.1065,36.3,1.8974,-0.0003,0.2461,0.3747,21,0.221,"53,36,21,95,38,35,50"
V2,MAD_2000_ALL,20,KMeans,3,0.1279,56.2,2.2473,-0.0028,0.1882,0.2193,104,0.904,"109,115,104"
V2,MAD_2000_ALL,20,KMeans,4,0.1213,48.5,2.2081,-0.0044,0.3497,0.3964,74,0.755,"78,78,74,98"
V2,MAD_2000_ALL,20,KMeans,5,0.1197,43.1,2.0358,0.0017,0.2873,0.3484,46,0.575,"56,80,46,76,70"
V2,MAD_2000_ALL,20,KMeans,6,0.1055,38.9,2.0301,-0.0016,0.2522,0.3548,41,0.532,"44,73,41,77,43,50"
V2,MAD_2000_ALL,20,KMeans,7,0.1105,35.9,2.0538,-0.0036,0.2665,0.3622,29,0.446,"48,65,48,29,42,37,59"
V2,MAD_2000_ALL,20,Ward,3,0.1089,45.5,2.3301,-0.0054,0.1439,0.2169,54,0.318,"170,104,54"
V2,MAD_2000_ALL,20,Ward,4,0.0836,38.9,2.4496,-0.0035,0.1809,0.3024,50,0.417,"120,104,54,50"
V2,MAD_2000_ALL,20,Ward,5,0.084,35.2,2.339,0.0003,0.2118,0.3338,33,0.317,"104,87,54,50,33"
V2,MAD_2000_ALL,20,Ward,6,0.0835,32.6,2.3485,-0.0016,0.2381,0.3368,33,0.379,"87,33,54,50,58,46"
V2,MAD_2000_ALL,20,Ward,7,0.084,30.4,2.3282,-0.0011,0.254,0.326,33,0.569,"54,33,49,50,58,46,38"
V2,MAD_2000_ALL,20,GMM,3,0.0874,36.5,2.5178,-0.0039,0.2015,0.2017,67,0.435,"67,154,107"
V2,MAD_2000_ALL,20,GMM,4,0.089,37.3,2.4503,-0.003,0.3485,0.3462,72,0.809,"79,72,88,89"
V2,MAD_2000_ALL,20,Spectral,3,0.1234,52.1,2.2798,-0.004,0.3093,0.339,81,0.559,"145,81,102"
V2,MAD_2000_ALL,20,Spectral,4,0.1167,46.0,2.1388,-0.003,0.3628,0.4052,73,0.785,"93,73,85,77"
V2,MAD_2000_ALL,20,Spectral,5,0.1155,40.2,1.9952,-0.0018,0.3142,0.3793,30,0.333,"77,90,30,66,65"
V2,MAD_2000_ALL,20,Spectral,6,0.1009,37.1,1.9631,-0.0018,0.2779,0.3607,28,0.311,"59,90,57,28,42,52"
V2,MAD_2000_ALL,20,Spectral,7,0.0977,33.0,2.0164,-0.0017,0.259,0.3951,24,0.261,"52,35,39,34,24,92,52"
V2,MAD_5000_ALL,5,KMeans,3,0.1967,104.6,1.661,-0.0041,0.1563,0.1888,95,0.742,"95,128,105"
V2,MAD_5000_ALL,5,KMeans,4,0.1912,92.6,1.6524,-0.0043,0.2924,0.347,69,0.697,"99,69,86,74"
V2,MAD_5000_ALL,5,KMeans,5,0.1837,83.8,1.5282,-0.0024,0.3021,0.3388,53,0.726,"65,72,65,73,53"
V2,MAD_5000_ALL,5,KMeans,6,0.1827,79.5,1.4861,-0.0029,0.2408,0.3205,43,0.614,"43,61,51,46,57,70"
V2,MAD_5000_ALL,5,KMeans,7,0.1887,75.6,1.4005,0.0006,0.2255,0.3231,29,0.468,"58,45,39,62,49,46,29"
V2,MAD_5000_ALL,5,Ward,3,0.1835,89.6,1.6623,-0.0052,0.1365,0.2032,61,0.401,"152,115,61"
V2,MAD_5000_ALL,5,Ward,4,0.1654,79.6,1.6142,-0.0043,0.1632,0.2685,39,0.339,"115,113,61,39"
V2,MAD_5000_ALL,5,Ward,5,0.1718,75.7,1.5814,-0.0032,0.181,0.263,39,0.345,"113,53,61,39,62"
V2,MAD_5000_ALL,5,Ward,6,0.1666,70.3,1.5878,0.0014,0.2219,0.2945,36,0.468,"53,77,61,39,62,36"
V2,MAD_5000_ALL,5,Ward,7,0.1657,67.4,1.4513,0.0003,0.232,0.3085,17,0.221,"61,77,36,39,62,36,17"
V2,MAD_5000_ALL,5,GMM,3,0.1084,50.9,1.9881,-0.0063,0.2429,0.2941,53,0.288,"53,184,91"
V2,MAD_5000_ALL,5,GMM,4,0.1306,62.0,1.7115,-0.0024,0.2896,0.3182,50,0.394,"50,127,54,97"
V2,MAD_5000_ALL,5,GMM,5,0.1019,43.0,1.8442,-0.0014,0.3429,0.3331,15,0.161,"82,15,93,57,81"
V2,MAD_5000_ALL,5,GMM,6,0.1028,46.4,1.9183,-0.0029,0.1968,0.2958,29,0.282,"82,42,29,31,103,41"
V2,MAD_5000_ALL,5,GMM,7,0.1207,54.8,1.6291,-0.0005,0.2573,0.3376,25,0.362,"25,33,39,58,51,53,69"
V2,MAD_5000_ALL,5,Spectral,3,0.2004,98.0,1.5566,0.0015,0.1895,0.228,82,0.586,"106,140,82"
V2,MAD_5000_ALL,5,Spectral,4,0.1828,86.9,1.6076,-0.002,0.3123,0.3551,66,0.68,"89,97,66,76"
V2,MAD_5000_ALL,5,Spectral,5,0.1768,73.4,1.5391,-0.0005,0.2966,0.3433,25,0.281,"73,89,78,25,63"
V2,MAD_5000_ALL,5,Spectral,6,0.1747,70.2,1.5294,-0.0033,0.2083,0.3025,24,0.27,"55,71,43,24,89,46"
V2,MAD_5000_ALL,5,Spectral,7,0.1742,68.7,1.4516,-0.0023,0.2156,0.3393,24,0.264,"46,29,47,50,41,24,91"
V2,MAD_5000_ALL,8,KMeans,3,0.1629,80.4,1.9014,-0.004,0.1516,0.1941,95,0.714,"100,133,95"
V2,MAD_5000_ALL,8,KMeans,4,0.1429,69.0,1.7815,0.0006,0.167,0.2139,73,0.76,"83,76,96,73"
V2,MAD_5000_ALL,8,KMeans,5,0.1478,61.8,1.7362,0.0001,0.2655,0.3189,44,0.579,"44,76,76,57,75"
V2,MAD_5000_ALL,8,KMeans,6,0.1552,58.8,1.7045,-0.0009,0.2817,0.3432,35,0.486,"58,35,61,59,43,72"
V2,MAD_5000_ALL,8,KMeans,7,0.1528,55.0,1.6887,0.0057,0.2644,0.343,26,0.448,"42,47,49,51,55,58,26"
V2,MAD_5000_ALL,8,Ward,3,0.119,62.8,2.1055,0.0002,0.114,0.1282,46,0.307,"132,150,46"
V2,MAD_5000_ALL,8,Ward,4,0.1166,57.4,1.8958,-0.0051,0.1485,0.195,46,0.307,"150,74,46,58"
V2,MAD_5000_ALL,8,Ward,5,0.1077,52.3,1.9972,-0.0023,0.2445,0.2605,46,0.561,"74,82,46,58,68"
V2,MAD_5000_ALL,8,Ward,6,0.1204,48.7,1.8482,-0.0028,0.2225,0.2719,27,0.329,"46,82,47,58,68,27"
V2,MAD_5000_ALL,8,Ward,7,0.1211,45.5,1.7845,-0.0024,0.2241,0.2866,22,0.268,"47,82,22,58,68,27,24"
V2,MAD_5000_ALL,8,GMM,3,0.0873,32.9,2.7918,-0.0047,0.2549,0.2754,69,0.473,"69,146,113"
V2,MAD_5000_ALL,8,GMM,4,0.0753,40.3,2.5144,-0.0005,0.2013,0.2452,64,0.634,"101,95,68,64"
V2,MAD_5000_ALL,8,GMM,5,0.1069,43.4,2.1689,-0.0011,0.2747,0.325,31,0.265,"31,58,70,52,117"
V2,MAD_5000_ALL,8,GMM,6,0.0898,36.9,2.2492,-0.0037,0.3143,0.3469,31,0.356,"54,32,69,55,31,87"
V2,MAD_5000_ALL,8,Spectral,3,0.1657,74.3,1.8792,-0.002,0.1956,0.2494,72,0.541,"123,133,72"
V2,MAD_5000_ALL,8,Spectral,4,0.1423,65.6,1.8281,-0.0009,0.2894,0.3181,72,0.791,"72,78,91,87"
V2,MAD_5000_ALL,8,Spectral,5,0.1403,52.9,1.8012,-0.0011,0.2862,0.342,26,0.265,"61,98,66,26,77"
V2,MAD_5000_ALL,8,Spectral,6,0.1301,48.2,1.8387,-0.0012,0.2677,0.3848,24,0.212,"54,70,113,24,34,33"
V2,MAD_5000_ALL,8,Spectral,7,0.1362,48.6,1.704,-0.0027,0.2325,0.3514,24,0.25,"52,57,32,96,31,36,24"
V2,MAD_5000_ALL,10,KMeans,3,0.148,73.3,2.0196,-0.0039,0.1498,0.1839,99,0.78,"102,127,99"
V2,MAD_5000_ALL,10,KMeans,4,0.1442,62.6,2.0187,-0.0043,0.2832,0.348,69,0.67,"69,103,86,70"
V2,MAD_5000_ALL,10,KMeans,5,0.1323,55.7,1.8597,-0.0002,0.3111,0.3228,40,0.513,"73,40,78,71,66"
V2,MAD_5000_ALL,10,KMeans,6,0.1405,52.5,1.7969,0.0002,0.2946,0.3617,28,0.384,"44,59,73,54,70,28"
V2,MAD_5000_ALL,10,KMeans,7,0.1351,49.0,1.7505,0.0025,0.2994,0.3769,32,0.552,"53,40,49,58,43,53,32"
V2,MAD_5000_ALL,10,Ward,3,0.1306,62.2,2.2016,-0.0047,0.0853,0.1198,76,0.461,"165,76,87"
V2,MAD_5000_ALL,10,Ward,4,0.0972,53.0,2.1537,0.0006,0.1447,0.1709,66,0.667,"99,76,87,66"
V2,MAD_5000_ALL,10,Ward,5,0.1025,46.9,2.0422,0.0015,0.1959,0.2392,46,0.529,"76,53,87,66,46"
V2,MAD_5000_ALL,10,Ward,6,0.106,43.7,1.9387,0.003,0.1975,0.2487,23,0.264,"87,53,53,66,46,23"
V2,MAD_5000_ALL,10,Ward,7,0.1155,42.0,1.9343,0.003,0.2177,0.2697,23,0.348,"53,32,53,66,46,23,55"
V2,MAD_5000_ALL,10,GMM,3,0.1235,51.7,2.4506,-0.005,0.23,0.2741,74,0.463,"94,160,74"
V2,MAD_5000_ALL,10,GMM,4,0.057,28.9,2.6702,-0.0061,0.2354,0.2789,26,0.195,"133,26,105,64"
V2,MAD_5000_ALL,10,GMM,5,0.067,30.9,2.3707,-0.0013,0.2795,0.3523,43,0.443,"64,65,97,43,59"
V2,MAD_5000_ALL,10,GMM,6,0.0624,30.9,2.3487,-0.001,0.2767,0.3468,39,0.47,"83,41,54,39,59,52"
V2,MAD_5000_ALL,10,Spectral,3,0.1526,68.0,2.0359,0.0011,0.2351,0.2746,83,0.629,"83,113,132"
V2,MAD_5000_ALL,10,Spectral,4,0.1334,57.7,1.9295,-0.0032,0.2682,0.3191,66,0.667,"69,94,99,66"
V2,MAD_5000_ALL,10,Spectral,5,0.1252,47.8,1.9583,-0.0034,0.3217,0.3532,34,0.37,"90,54,34,92,58"
V2,MAD_5000_ALL,10,Spectral,6,0.1295,46.8,1.8797,-0.004,0.2372,0.3148,29,0.333,"87,51,47,45,69,29"
V2,MAD_5000_ALL,10,Spectral,7,0.1278,43.9,1.8293,-0.0031,0.211,0.3363,29,0.287,"101,47,51,29,41,30,29"
V2,MAD_5000_ALL,15,KMeans,3,0.1354,63.8,2.1404,-0.004,0.1534,0.1969,93,0.699,"93,102,133"
V2,MAD_5000_ALL,15,KMeans,4,0.1175,54.0,2.0109,-0.0023,0.1731,0.2236,73,0.737,"74,73,82,99"
V2,MAD_5000_ALL,15,KMeans,5,0.1226,47.5,2.0432,-0.0011,0.2663,0.3237,44,0.524,"44,72,84,62,66"
V2,MAD_5000_ALL,15,KMeans,6,0.1251,44.2,1.9857,-0.0014,0.2797,0.3391,30,0.4,"69,38,75,30,61,55"
V2,MAD_5000_ALL,15,KMeans,7,0.1185,41.2,1.9168,0.0031,0.2874,0.3683,31,0.534,"52,31,53,51,41,58,42"
V2,MAD_5000_ALL,15,Ward,3,0.0988,53.3,2.3181,-0.004,0.0671,0.1293,59,0.343,"172,97,59"
V2,MAD_5000_ALL,15,Ward,4,0.0773,44.9,2.3829,0.0007,0.1034,0.1438,57,0.496,"115,97,59,57"
V2,MAD_5000_ALL,15,Ward,5,0.0736,40.0,2.2499,0.002,0.1365,0.1756,45,0.464,"97,70,59,57,45"
V2,MAD_5000_ALL,15,Ward,6,0.0772,36.8,2.2678,-0.0006,0.1445,0.2149,30,0.429,"59,70,67,57,45,30"
V2,MAD_5000_ALL,15,Ward,7,0.084,34.9,2.18,-0.0003,0.1529,0.2485,21,0.3,"67,70,30,57,45,21,38"
V2,MAD_5000_ALL,15,GMM,3,0.0883,40.3,2.6422,-0.0039,0.21,0.2301,81,0.623,"117,81,130"
V2,MAD_5000_ALL,15,GMM,4,0.0631,29.2,2.6563,-0.0031,0.2509,0.3066,41,0.279,"77,41,63,147"
V2,MAD_5000_ALL,15,GMM,5,0.0797,34.6,2.4134,0.0038,0.2229,0.2798,39,0.433,"80,72,39,90,47"
V2,MAD_5000_ALL,15,GMM,6,0.0732,29.9,2.3043,-0.0027,0.2783,0.3025,31,0.337,"36,65,50,31,92,54"
V2,MAD_5000_ALL,15,Spectral,3,0.1347,58.9,2.1798,-0.002,0.2379,0.2918,75,0.507,"148,105,75"
V2,MAD_5000_ALL,15,Spectral,4,0.1117,49.2,2.0872,-0.001,0.2385,0.3361,43,0.381,"105,113,67,43"
V2,MAD_5000_ALL,15,Spectral,5,0.1044,41.9,2.0776,-0.0018,0.2892,0.337,35,0.422,"78,83,35,78,54"
V2,MAD_5000_ALL,15,Spectral,6,0.1062,41.9,1.9476,-0.0013,0.2403,0.3379,31,0.337,"92,32,31,80,38,55"
V2,MAD_5000_ALL,15,Spectral,7,0.1127,38.7,2.0088,0.0012,0.2331,0.3154,31,0.431,"31,31,52,72,42,54,46"
V2,MAD_5000_ALL,20,KMeans,3,0.1211,58.3,2.2896,-0.004,0.1518,0.1912,98,0.754,"130,100,98"
V2,MAD_5000_ALL,20,KMeans,4,0.1048,49.1,2.149,-0.0012,0.1653,0.2112,74,0.787,"74,78,94,82"
V2,MAD_5000_ALL,20,KMeans,5,0.1153,43.0,2.1201,-0.0044,0.235,0.3213,35,0.361,"97,62,91,35,43"
V2,MAD_5000_ALL,20,KMeans,6,0.1167,39.7,2.0739,-0.001,0.2692,0.3385,29,0.372,"58,41,58,29,78,64"
V2,MAD_5000_ALL,20,KMeans,7,0.1032,36.8,2.0442,-0.0009,0.268,0.349,29,0.5,"58,29,55,43,43,50,50"
V2,MAD_5000_ALL,20,Ward,3,0.0946,48.3,2.5314,-0.0012,0.1349,0.1338,84,0.683,"121,123,84"
V2,MAD_5000_ALL,20,Ward,4,0.0909,40.4,2.3826,0.0005,0.1783,0.2075,35,0.285,"123,86,84,35"
V2,MAD_5000_ALL,20,Ward,5,0.095,37.0,2.3123,-0.0001,0.1841,0.2176,35,0.407,"86,86,84,35,37"
V2,MAD_5000_ALL,20,Ward,6,0.0788,33.3,2.3725,-0.0009,0.1437,0.222,35,0.407,"86,35,84,51,37,35"
V2,MAD_5000_ALL,20,Ward,7,0.0761,30.9,2.2879,0.0024,0.1417,0.2449,34,0.405,"84,35,52,51,37,35,34"
V2,MAD_5000_ALL,20,GMM,3,0.0661,32.0,3.0486,-0.0052,0.2239,0.2751,78,0.456,"79,78,171"
V2,MAD_5000_ALL,20,GMM,4,0.0834,35.7,2.5847,-0.0037,0.3438,0.3644,59,0.532,"111,73,85,59"
V2,MAD_5000_ALL,20,GMM,5,0.0713,36.1,2.3988,-0.004,0.2057,0.2731,51,0.537,"95,74,56,52,51"
V2,MAD_5000_ALL,20,Spectral,3,0.1231,53.8,2.2919,-0.0015,0.2364,0.2803,74,0.507,"74,108,146"
V2,MAD_5000_ALL,20,Spectral,4,0.1045,45.5,2.1906,-0.0023,0.2566,0.3611,40,0.357,"102,112,74,40"
V2,MAD_5000_ALL,20,Spectral,5,0.0993,38.0,2.1897,-0.0035,0.3042,0.3514,32,0.381,"84,57,32,77,78"
V2,MAD_5000_ALL,20,Spectral,6,0.108,38.2,2.0899,-0.0007,0.2418,0.3208,30,0.366,"30,82,31,48,58,79"
V2,MAD_5000_ALL,20,Spectral,7,0.0957,33.9,2.1278,-0.0016,0.2033,0.3285,30,0.297,"101,31,50,44,30,34,38"
V3,MAD_1000_PC,5,KMeans,3,0.2082,101.5,1.5816,-0.0031,0.3356,0.3302,101,0.828,"105,101,122"
V3,MAD_1000_PC,5,KMeans,4,0.1972,89.6,1.503,-0.0001,0.218,0.2544,63,0.529,"119,80,66,63"
V3,MAD_1000_PC,5,KMeans,5,0.2037,85.8,1.4199,-0.0001,0.3221,0.3527,58,0.784,"61,64,74,58,71"
V3,MAD_1000_PC,5,KMeans,6,0.2009,79.5,1.4491,0.0004,0.3226,0.3734,25,0.357,"53,60,25,60,70,60"
V3,MAD_1000_PC,5,KMeans,7,0.1991,74.1,1.4094,-0.0002,0.2767,0.3373,31,0.508,"50,49,52,37,48,31,61"
V3,MAD_1000_PC,5,Ward,3,0.1823,83.9,1.6676,0.0013,0.2409,0.3012,80,0.494,"162,80,86"
V3,MAD_1000_PC,5,Ward,4,0.1331,72.4,1.781,0.0058,0.2628,0.2872,57,0.543,"86,80,105,57"
V3,MAD_1000_PC,5,Ward,5,0.1355,65.5,1.7671,0.0061,0.2118,0.2921,38,0.362,"105,80,38,57,48"
V3,MAD_1000_PC,5,Ward,6,0.1383,62.8,1.6368,0.0075,0.2463,0.3243,34,0.425,"80,71,38,57,48,34"
V3,MAD_1000_PC,5,Ward,7,0.1407,61.3,1.6475,0.0011,0.2222,0.3413,34,0.479,"38,71,46,57,48,34,34"
V3,MAD_1000_PC,5,GMM,3,0.1942,93.4,1.6328,-0.0036,0.3078,0.329,94,0.803,"117,117,94"
V3,MAD_1000_PC,5,GMM,4,0.1485,66.2,1.6789,0.0008,0.2728,0.3798,44,0.367,"115,44,49,120"
V3,MAD_1000_PC,5,GMM,5,0.1244,53.5,1.8654,-0.004,0.2355,0.2747,45,0.517,"48,45,78,70,87"
V3,MAD_1000_PC,5,GMM,6,0.1294,58.2,1.7684,-0.0007,0.2436,0.3334,31,0.316,"69,43,98,31,50,37"
V3,MAD_1000_PC,5,GMM,7,0.1209,49.9,1.7848,-0.0036,0.2862,0.4085,26,0.382,"38,37,53,65,68,41,26"
V3,MAD_1000_PC,5,Spectral,3,0.2079,98.9,1.5955,-0.004,0.3562,0.3637,95,0.693,"137,95,96"
V3,MAD_1000_PC,5,Spectral,4,0.1888,81.5,1.4966,-0.0022,0.2867,0.3166,68,0.68,"68,82,100,78"
V3,MAD_1000_PC,5,Spectral,5,0.1885,77.9,1.4458,0.0002,0.2652,0.326,48,0.615,"78,75,50,48,77"
V3,MAD_1000_PC,5,Spectral,6,0.1842,71.1,1.4295,0.0034,0.2678,0.3431,30,0.38,"79,72,42,46,30,59"
V3,MAD_1000_PC,5,Spectral,7,0.1873,66.2,1.4865,0.0026,0.2495,0.3455,29,0.475,"55,40,57,41,45,61,29"
V3,MAD_1000_PC,8,KMeans,3,0.1723,78.8,1.8283,-0.0039,0.3182,0.3233,94,0.723,"94,104,130"
V3,MAD_1000_PC,8,KMeans,4,0.1609,68.3,1.6944,-0.0004,0.2465,0.2857,62,0.521,"65,82,119,62"
V3,MAD_1000_PC,8,KMeans,5,0.1684,64.6,1.6455,0.0024,0.303,0.3311,59,0.797,"74,63,68,59,64"
V3,MAD_1000_PC,8,KMeans,6,0.1628,58.8,1.6842,0.0012,0.3182,0.3663,26,0.356,"55,73,53,26,58,63"
V3,MAD_1000_PC,8,KMeans,7,0.1584,54.2,1.7072,-0.0026,0.3395,0.4137,33,0.524,"57,35,38,61,63,33,41"
V3,MAD_1000_PC,8,Ward,3,0.1487,65.1,1.9352,0.0008,0.196,0.238,64,0.393,"101,64,163"
V3,MAD_1000_PC,8,Ward,4,0.131,57.0,1.7722,-0.0054,0.1592,0.2445,46,0.282,"163,64,46,55"
V3,MAD_1000_PC,8,Ward,5,0.1155,52.7,2.0323,-0.0001,0.168,0.2496,46,0.451,"61,64,46,55,102"
V3,MAD_1000_PC,8,Ward,6,0.107,49.0,1.8083,0.0005,0.1909,0.3084,30,0.294,"64,102,46,55,30,31"
V3,MAD_1000_PC,8,Ward,7,0.1154,45.8,1.741,0.0014,0.201,0.3368,13,0.127,"102,55,46,51,30,31,13"
V3,MAD_1000_PC,8,GMM,3,0.1279,56.4,2.1422,-0.0052,0.2417,0.2718,79,0.494,"79,160,89"
V3,MAD_1000_PC,8,GMM,4,0.0908,40.5,2.3247,-0.005,0.2782,0.3516,47,0.367,"91,62,128,47"
V3,MAD_1000_PC,8,GMM,5,0.0999,41.2,2.3447,-0.0006,0.231,0.292,43,0.406,"43,106,45,72,62"
V3,MAD_1000_PC,8,GMM,6,0.0949,38.2,2.1329,0.0004,0.283,0.3343,22,0.289,"57,56,76,67,22,50"
V3,MAD_1000_PC,8,GMM,7,0.0562,32.4,2.6566,-0.0017,0.1802,0.2877,25,0.275,"28,50,34,67,33,91,25"
V3,MAD_1000_PC,8,Spectral,3,0.1663,73.8,1.8698,-0.0033,0.3341,0.3578,89,0.605,"92,89,147"
V3,MAD_1000_PC,8,Spectral,4,0.1404,58.2,1.7761,0.0015,0.238,0.3012,54,0.495,"54,109,91,74"
