gene_set,n_genes,protein_coding_only,n_pcs,cum_explained_var,algorithm,k,silhouette,calinski_harabasz,davies_bouldin,batch_ARI,min_cluster_size,max_cluster_size,size_balance,cluster_sizes
MAD_2000_PC,2000,True,30,0.7324,Ward,8,0.0903,26.5,2.1543,-0.0002,4,71,0.056,"40,50,71,66,36,21,40,4"
MAD_2000_PC,2000,True,30,0.7324,GMM,2,0.1026,42.8,2.6902,-0.0003,142,186,0.763,"142,186"
MAD_2000_PC,2000,True,30,0.7324,GMM,3,0.1001,43.9,2.5302,-0.0031,87,128,0.68,"113,87,128"
MAD_2000_PC,2000,True,30,0.7324,GMM,4,0.0925,38.6,2.4206,-0.0031,74,95,0.779,"74,82,77,95"
MAD_2000_PC,2000,True,30,0.7324,Spectral,2,0.1509,66.9,2.1161,-0.0013,131,197,0.665,"197,131"
MAD_2000_PC,2000,True,30,0.7324,Spectral,3,0.1204,49.9,2.3115,-0.0028,72,148,0.486,"72,148,108"
MAD_2000_PC,2000,True,30,0.7324,Spectral,4,0.1072,42.6,2.3002,-0.0052,58,128,0.453,"67,128,75,58"
MAD_2000_PC,2000,True,30,0.7324,Spectral,5,0.098,36.2,2.307,-0.0021,40,82,0.488,"82,70,40,79,57"
MAD_2000_PC,2000,True,30,0.7324,Spectral,6,0.0997,32.9,2.2504,-0.0018,30,82,0.366,"67,65,49,35,30,82"
MAD_2000_PC,2000,True,30,0.7324,Spectral,7,0.0903,29.8,2.1705,-0.002,26,78,0.333,"63,32,44,34,26,51,78"
MAD_2000_PC,2000,True,30,0.7324,Spectral,8,0.0909,27.5,2.1837,-0.0033,23,60,0.383,"60,29,34,36,23,42,56,48"
MAD_3000_PC,3000,True,10,0.5795,KMeans,2,0.198,94.7,1.7779,-0.0011,137,191,0.717,"137,191"
MAD_3000_PC,3000,True,10,0.5795,KMeans,3,0.158,70.4,1.9974,-0.0029,76,135,0.563,"117,135,76"
MAD_3000_PC,3000,True,10,0.5795,KMeans,4,0.15,61.6,1.9724,-0.0048,62,117,0.53,"62,73,117,76"
MAD_3000_PC,3000,True,10,0.5795,KMeans,5,0.1357,55.5,1.8825,-0.0018,52,74,0.703,"63,68,71,74,52"
MAD_3000_PC,3000,True,10,0.5795,KMeans,6,0.1451,51.5,1.7863,-0.0018,35,71,0.493,"71,64,65,49,44,35"
MAD_3000_PC,3000,True,10,0.5795,KMeans,7,0.1437,47.8,1.7021,0.0036,19,59,0.322,"54,19,59,46,46,56,48"
MAD_3000_PC,3000,True,10,0.5795,KMeans,8,0.1348,44.9,1.7091,-0.0004,19,53,0.358,"41,53,43,38,42,41,51,19"
MAD_3000_PC,3000,True,10,0.5795,Ward,2,0.1975,76.2,1.6956,-0.0044,80,248,0.323,"248,80"
MAD_3000_PC,3000,True,10,0.5795,Ward,3,0.1151,57.1,2.3338,0.0001,80,131,0.611,"131,80,117"
MAD_3000_PC,3000,True,10,0.5795,Ward,4,0.1141,51.9,2.0714,-0.0036,57,117,0.487,"117,80,57,74"
MAD_3000_PC,3000,True,10,0.5795,Ward,5,0.1011,46.8,1.9422,-0.001,48,80,0.6,"80,69,57,74,48"
MAD_3000_PC,3000,True,10,0.5795,Ward,6,0.1048,43.8,1.9317,-0.0001,32,74,0.432,"69,74,57,32,48,48"
MAD_3000_PC,3000,True,10,0.5795,Ward,7,0.1001,41.0,1.9248,0.001,32,74,0.432,"57,74,34,32,48,48,35"
MAD_3000_PC,3000,True,10,0.5795,Ward,8,0.1008,38.5,1.8972,-0.001,22,74,0.297,"74,32,34,35,48,48,35,22"
MAD_3000_PC,3000,True,10,0.5795,GMM,2,0.1319,27.4,2.9655,-0.0063,82,246,0.333,"82,246"
MAD_3000_PC,3000,True,10,0.5795,GMM,3,0.126,53.4,2.3707,-0.0051,76,157,0.484,"95,157,76"
MAD_3000_PC,3000,True,10,0.5795,GMM,4,0.0698,32.8,2.405,-0.0066,29,167,0.174,"72,29,167,60"
MAD_3000_PC,3000,True,10,0.5795,GMM,5,0.0693,29.3,2.4596,-0.0046,30,119,0.252,"67,32,80,30,119"
MAD_3000_PC,3000,True,10,0.5795,GMM,8,0.0781,33.7,2.0439,-0.0017,20,64,0.312,"48,58,21,64,36,39,42,20"
MAD_3000_PC,3000,True,10,0.5795,Spectral,2,0.2,91.3,1.7432,-0.0045,115,213,0.54,"213,115"
MAD_3000_PC,3000,True,10,0.5795,Spectral,3,0.157,68.3,1.9905,-0.0011,74,148,0.5,"74,106,148"
MAD_3000_PC,3000,True,10,0.5795,Spectral,4,0.1401,58.8,1.9766,-0.0032,60,127,0.472,"67,127,60,74"
MAD_3000_PC,3000,True,10,0.5795,Spectral,5,0.1337,50.2,1.919,-0.0031,39,82,0.476,"80,61,39,82,66"
MAD_3000_PC,3000,True,10,0.5795,Spectral,6,0.1376,47.8,1.8555,-0.0017,28,81,0.346,"74,36,28,47,81,62"
MAD_3000_PC,3000,True,10,0.5795,Spectral,7,0.1298,44.5,1.8268,-0.0001,30,63,0.476,"63,44,48,30,46,35,62"
MAD_3000_PC,3000,True,10,0.5795,Spectral,8,0.1304,42.1,1.7871,-0.0009,29,63,0.46,"45,40,63,33,29,29,48,41"
MAD_3000_PC,3000,True,15,0.6382,KMeans,2,0.1796,83.8,1.9018,-0.0011,137,191,0.717,"137,191"
MAD_3000_PC,3000,True,15,0.6382,KMeans,3,0.1385,61.5,2.1624,-0.0012,78,138,0.565,"78,138,112"
MAD_3000_PC,3000,True,15,0.6382,KMeans,4,0.1286,53.3,2.1422,-0.0035,68,115,0.591,"69,76,115,68"
MAD_3000_PC,3000,True,15,0.6382,KMeans,5,0.1233,47.5,2.0746,-0.0028,59,70,0.843,"70,59,68,69,62"
MAD_3000_PC,3000,True,15,0.6382,KMeans,6,0.1286,43.8,1.9566,0.0014,25,68,0.368,"68,61,25,56,53,65"
MAD_3000_PC,3000,True,15,0.6382,KMeans,7,0.124,40.3,1.8775,0.0011,21,68,0.309,"42,58,42,45,52,68,21"
MAD_3000_PC,3000,True,15,0.6382,KMeans,8,0.1294,37.9,1.7501,-0.0013,4,56,0.071,"47,29,42,56,47,55,4,48"
MAD_3000_PC,3000,True,15,0.6382,Ward,2,0.1744,59.4,1.8032,-0.0035,67,261,0.257,"261,67"
MAD_3000_PC,3000,True,15,0.6382,Ward,3,0.1108,48.0,2.3983,-0.0042,67,163,0.411,"98,67,163"
MAD_3000_PC,3000,True,15,0.6382,Ward,4,0.0972,42.9,2.0906,-0.0072,44,163,0.27,"163,67,54,44"
MAD_3000_PC,3000,True,15,0.6382,Ward,5,0.1031,40.5,2.1723,-0.0006,44,86,0.512,"67,86,54,44,77"
MAD_3000_PC,3000,True,15,0.6382,Ward,6,0.1052,37.8,2.06,0.0023,22,86,0.256,"86,77,54,44,45,22"
MAD_3000_PC,3000,True,15,0.6382,Ward,7,0.1001,35.2,1.9997,0.0034,22,77,0.286,"40,77,54,44,45,22,46"
MAD_3000_PC,3000,True,15,0.6382,Ward,8,0.1021,33.2,1.79,0.0035,4,77,0.052,"77,44,54,36,45,22,46,4"
MAD_3000_PC,3000,True,15,0.6382,GMM,2,0.0896,27.7,3.2487,0.0004,122,206,0.592,"206,122"
MAD_3000_PC,3000,True,15,0.6382,GMM,3,0.0622,29.5,2.8792,-0.006,70,180,0.389,"70,180,78"
MAD_3000_PC,3000,True,15,0.6382,GMM,4,0.0699,31.2,2.5817,-0.0003,64,96,0.667,"64,87,81,96"
MAD_3000_PC,3000,True,15,0.6382,GMM,6,0.0967,33.7,2.2331,-0.0018,28,70,0.4,"51,70,70,45,28,64"
MAD_3000_PC,3000,True,15,0.6382,GMM,7,0.1034,34.7,2.0894,-0.0024,30,68,0.441,"68,36,30,61,62,41,30"
MAD_3000_PC,3000,True,15,0.6382,Spectral,2,0.1808,81.9,1.8805,-0.0032,122,206,0.592,"206,122"
MAD_3000_PC,3000,True,15,0.6382,Spectral,3,0.1361,59.1,2.1553,0.0015,74,147,0.503,"74,147,107"
MAD_3000_PC,3000,True,15,0.6382,Spectral,4,0.1208,50.4,2.14,-0.0016,65,122,0.533,"73,122,68,65"
MAD_3000_PC,3000,True,15,0.6382,Spectral,5,0.106,40.5,2.0488,0.0003,39,88,0.443,"82,39,46,73,88"
MAD_3000_PC,3000,True,15,0.6382,Spectral,6,0.1204,40.9,1.9878,0.0024,26,73,0.356,"66,73,70,57,26,36"
MAD_3000_PC,3000,True,15,0.6382,Spectral,7,0.11,37.8,1.9319,0.0021,26,70,0.371,"35,70,26,50,62,38,47"
MAD_3000_PC,3000,True,15,0.6382,Spectral,8,0.1052,34.7,1.9703,0.0013,22,63,0.349,"61,39,63,35,35,47,26,22"
MAD_3000_PC,3000,True,20,0.6782,KMeans,2,0.1689,77.7,1.9797,-0.0016,138,190,0.726,"138,190"
MAD_3000_PC,3000,True,20,0.6782,KMeans,3,0.1306,56.7,2.2548,-0.0028,77,134,0.575,"117,77,134"
MAD_3000_PC,3000,True,20,0.6782,KMeans,4,0.1213,48.8,2.238,-0.0047,64,117,0.547,"64,75,117,72"
MAD_3000_PC,3000,True,20,0.6782,KMeans,5,0.1097,43.3,2.1755,-0.0024,52,72,0.722,"71,52,72,69,64"
MAD_3000_PC,3000,True,20,0.6782,KMeans,6,0.1166,39.8,2.0632,-0.0006,30,67,0.448,"67,65,66,53,47,30"
MAD_3000_PC,3000,True,20,0.6782,KMeans,7,0.1135,36.6,2.0452,-0.0015,29,57,0.509,"57,46,47,43,50,29,56"
MAD_3000_PC,3000,True,20,0.6782,KMeans,8,0.1101,34.2,1.9497,0.0026,23,52,0.442,"46,51,28,43,23,52,41,44"
MAD_3000_PC,3000,True,20,0.6782,Ward,2,0.1291,46.4,2.2625,0.0014,84,244,0.344,"244,84"
MAD_3000_PC,3000,True,20,0.6782,Ward,3,0.0729,39.3,2.7297,-0.0005,84,135,0.622,"135,84,109"
MAD_3000_PC,3000,True,20,0.6782,Ward,4,0.0667,35.0,2.385,0.0027,61,109,0.56,"84,74,109,61"
MAD_3000_PC,3000,True,20,0.6782,Ward,5,0.0745,32.7,2.2865,0.0041,39,109,0.358,"109,74,39,61,45"
MAD_3000_PC,3000,True,20,0.6782,Ward,6,0.0857,31.9,2.2135,-0.0008,39,74,0.527,"39,74,40,61,45,69"
MAD_3000_PC,3000,True,20,0.6782,Ward,7,0.0886,29.7,2.0366,-0.0005,15,74,0.203,"74,61,40,24,45,69,15"
MAD_3000_PC,3000,True,20,0.6782,Ward,8,0.0834,28.2,2.1104,0.0013,15,69,0.217,"40,61,69,38,45,36,15,24"
MAD_3000_PC,3000,True,20,0.6782,GMM,2,0.0996,37.0,2.7635,0.0038,114,214,0.533,"114,214"
MAD_3000_PC,3000,True,20,0.6782,GMM,3,0.0617,29.5,3.152,-0.0039,77,154,0.5,"97,154,77"
MAD_3000_PC,3000,True,20,0.6782,GMM,4,0.0832,34.9,2.4765,-0.0036,55,107,0.514,"55,100,107,66"
MAD_3000_PC,3000,True,20,0.6782,GMM,5,0.0817,35.2,2.33,-0.0032,53,86,0.616,"86,63,65,53,61"
MAD_3000_PC,3000,True,20,0.6782,GMM,6,0.0871,33.6,2.2206,-0.0028,42,69,0.609,"69,48,60,64,45,42"
MAD_3000_PC,3000,True,20,0.6782,Spectral,2,0.1698,74.2,1.955,-0.0035,116,212,0.547,"212,116"
MAD_3000_PC,3000,True,20,0.6782,Spectral,3,0.1293,54.4,2.2166,-0.0018,69,149,0.463,"149,110,69"
MAD_3000_PC,3000,True,20,0.6782,Spectral,4,0.1089,45.5,2.217,-0.0034,58,123,0.472,"123,80,67,58"
MAD_3000_PC,3000,True,20,0.6782,Spectral,5,0.1043,38.2,2.1607,-0.0022,41,93,0.441,"93,59,81,54,41"
MAD_3000_PC,3000,True,20,0.6782,Spectral,6,0.094,33.7,2.1473,-0.0037,28,109,0.257,"38,45,77,28,109,31"
MAD_3000_PC,3000,True,20,0.6782,Spectral,7,0.0981,33.3,2.1174,-0.0021,29,86,0.337,"49,86,29,36,43,50,35"
MAD_3000_PC,3000,True,20,0.6782,Spectral,8,0.0998,31.9,2.1032,0.0013,25,64,0.391,"37,39,36,25,64,48,28,51"
MAD_3000_PC,3000,True,30,0.7333,KMeans,2,0.1568,70.7,2.075,-0.0011,137,191,0.717,"137,191"
MAD_3000_PC,3000,True,30,0.7333,KMeans,3,0.1203,51.2,2.3827,-0.0028,77,134,0.575,"134,77,117"
MAD_3000_PC,3000,True,30,0.7333,KMeans,4,0.1092,43.8,2.3566,-0.0042,68,117,0.581,"68,69,117,74"
MAD_3000_PC,3000,True,30,0.7333,KMeans,5,0.1054,38.7,2.3199,-0.0033,57,73,0.781,"73,71,69,58,57"
MAD_3000_PC,3000,True,30,0.7333,KMeans,6,0.1052,35.3,2.1369,-0.0033,43,71,0.606,"43,44,48,61,71,61"
MAD_3000_PC,3000,True,30,0.7333,KMeans,7,0.1131,32.3,1.9904,-0.0005,4,70,0.057,"53,4,31,70,69,57,44"
MAD_3000_PC,3000,True,30,0.7333,KMeans,8,0.107,30.3,1.9648,-0.001,4,56,0.071,"52,56,54,18,53,44,47,4"
MAD_3000_PC,3000,True,30,0.7333,Ward,2,0.1256,49.9,2.3997,-0.0026,116,212,0.547,"212,116"
MAD_3000_PC,3000,True,30,0.7333,Ward,3,0.0925,38.8,2.4136,-0.006,47,165,0.285,"116,165,47"
MAD_3000_PC,3000,True,30,0.7333,Ward,4,0.0845,35.5,2.3661,-0.0063,47,165,0.285,"165,55,47,61"
MAD_3000_PC,3000,True,30,0.7333,Ward,5,0.0661,31.7,2.714,-0.0021,47,90,0.522,"90,55,47,61,75"
MAD_3000_PC,3000,True,30,0.7333,Ward,6,0.0656,29.2,2.4274,-0.0007,38,75,0.507,"55,61,47,52,75,38"
MAD_3000_PC,3000,True,30,0.7333,Ward,7,0.0728,27.7,2.327,0.0004,22,75,0.293,"47,61,22,52,75,38,33"
MAD_3000_PC,3000,True,30,0.7333,Ward,8,0.0806,26.2,2.1418,0.0005,4,75,0.053,"61,75,22,52,43,38,33,4"
MAD_3000_PC,3000,True,30,0.7333,GMM,2,0.0909,31.4,2.9533,-0.0024,102,226,0.451,"226,102"
MAD_3000_PC,3000,True,30,0.7333,GMM,3,0.082,33.8,2.7325,-0.0011,84,159,0.528,"84,85,159"
MAD_3000_PC,3000,True,30,0.7333,GMM,4,0.086,35.6,2.6657,-0.0025,42,120,0.35,"42,120,74,92"
MAD_3000_PC,3000,True,30,0.7333,GMM,5,0.1004,36.4,2.2772,-0.002,34,107,0.318,"70,34,48,107,69"
MAD_3000_PC,3000,True,30,0.7333,Spectral,2,0.157,68.6,2.0526,-0.0036,121,207,0.585,"207,121"
MAD_3000_PC,3000,True,30,0.7333,Spectral,3,0.1161,48.5,2.3671,0.0001,72,140,0.514,"140,72,116"
MAD_3000_PC,3000,True,30,0.7333,Spectral,4,0.1051,42.0,2.3484,-0.0046,59,128,0.461,"59,74,128,67"
MAD_3000_PC,3000,True,30,0.7333,Spectral,5,0.0961,34.9,2.3471,-0.0019,38,79,0.481,"79,60,74,77,38"
MAD_3000_PC,3000,True,30,0.7333,Spectral,6,0.1013,33.4,2.2703,-0.0009,27,85,0.318,"85,53,58,69,36,27"
MAD_3000_PC,3000,True,30,0.7333,Spectral,7,0.0919,29.9,2.2307,0.0,25,78,0.321,"78,53,42,35,25,50,45"
MAD_3000_PC,3000,True,30,0.7333,Spectral,8,0.0989,28.3,2.1214,0.0017,25,54,0.463,"54,35,47,54,37,33,25,43"
MAD_5000_PC,5000,True,10,0.58,KMeans,2,0.2013,95.5,1.7737,-0.0021,139,189,0.735,"139,189"
MAD_5000_PC,5000,True,10,0.58,KMeans,3,0.1639,70.3,1.8959,-0.0028,81,149,0.544,"149,98,81"
MAD_5000_PC,5000,True,10,0.58,KMeans,4,0.1496,61.6,1.9918,-0.0033,63,123,0.512,"70,63,123,72"
MAD_5000_PC,5000,True,10,0.58,KMeans,5,0.1428,55.5,1.8994,-0.0032,44,80,0.55,"60,80,68,44,76"
MAD_5000_PC,5000,True,10,0.58,KMeans,6,0.1449,52.1,1.7664,-0.0003,25,76,0.329,"42,63,58,25,64,76"
MAD_5000_PC,5000,True,10,0.58,KMeans,7,0.1418,48.4,1.6737,0.001,21,72,0.292,"72,21,59,40,50,44,42"
MAD_5000_PC,5000,True,10,0.58,KMeans,8,0.1421,45.5,1.6632,0.0025,21,58,0.362,"58,54,21,48,40,39,30,38"
MAD_5000_PC,5000,True,10,0.58,Ward,2,0.1969,77.6,1.7229,-0.0032,85,243,0.35,"243,85"
MAD_5000_PC,5000,True,10,0.58,Ward,3,0.0994,57.8,2.4225,-0.0022,85,156,0.545,"156,85,87"
MAD_5000_PC,5000,True,10,0.58,Ward,4,0.0982,50.2,2.1775,0.0004,45,111,0.405,"85,111,87,45"
MAD_5000_PC,5000,True,10,0.58,Ward,5,0.1045,46.7,2.0512,0.001,37,111,0.333,"111,45,87,48,37"
MAD_5000_PC,5000,True,10,0.58,Ward,6,0.1045,44.7,1.8985,0.003,37,87,0.425,"87,45,62,48,37,49"
MAD_5000_PC,5000,True,10,0.58,Ward,7,0.1139,42.4,1.9077,-0.0012,35,62,0.565,"35,45,52,48,37,49,62"
MAD_5000_PC,5000,True,10,0.58,Ward,8,0.1182,40.1,1.6961,-0.0011,4,62,0.065,"52,45,62,48,37,49,31,4"
MAD_5000_PC,5000,True,10,0.58,GMM,2,0.1288,23.8,3.1883,-0.006,81,247,0.328,"247,81"
MAD_5000_PC,5000,True,10,0.58,GMM,3,0.096,40.6,2.7503,-0.0049,55,154,0.357,"119,55,154"
MAD_5000_PC,5000,True,10,0.58,GMM,4,0.0827,32.2,2.5634,-0.0021,36,132,0.273,"132,92,36,68"
MAD_5000_PC,5000,True,10,0.58,GMM,8,0.0934,34.2,2.2395,-0.0038,19,71,0.268,"38,54,43,21,71,19,59,23"
MAD_5000_PC,5000,True,10,0.58,Spectral,2,0.2033,91.7,1.7547,-0.0043,118,210,0.562,"210,118"
MAD_5000_PC,5000,True,10,0.58,Spectral,3,0.151,65.9,2.0583,-0.0001,69,150,0.46,"109,69,150"
MAD_5000_PC,5000,True,10,0.58,Spectral,4,0.1399,58.8,2.0032,-0.0016,62,132,0.47,"62,62,132,72"
MAD_5000_PC,5000,True,10,0.58,Spectral,5,0.14,51.4,1.836,-0.0045,29,130,0.223,"48,130,50,71,29"
MAD_5000_PC,5000,True,10,0.58,Spectral,6,0.1413,49.7,1.8117,-0.0013,29,88,0.33,"35,51,52,88,29,73"
MAD_5000_PC,5000,True,10,0.58,Spectral,7,0.1338,45.0,1.8098,-0.0028,30,77,0.39,"41,51,44,53,32,30,77"
MAD_5000_PC,5000,True,10,0.58,Spectral,8,0.1295,41.9,1.7912,-0.0028,27,65,0.415,"51,50,29,31,41,27,65,34"
MAD_5000_PC,5000,True,15,0.6379,KMeans,2,0.1821,84.6,1.8984,-0.0027,141,187,0.754,"187,141"
MAD_5000_PC,5000,True,15,0.6379,KMeans,3,0.1466,61.6,2.0344,-0.0028,81,149,0.544,"149,81,98"
MAD_5000_PC,5000,True,15,0.6379,KMeans,4,0.1313,53.4,2.1448,-0.0033,63,123,0.512,"63,70,72,123"
MAD_5000_PC,5000,True,15,0.6379,KMeans,5,0.1246,47.7,2.0762,-0.0036,44,79,0.557,"44,61,69,79,75"
MAD_5000_PC,5000,True,15,0.6379,KMeans,6,0.1266,44.4,1.9203,-0.0019,25,76,0.329,"65,55,66,76,25,41"
MAD_5000_PC,5000,True,15,0.6379,KMeans,7,0.1381,40.8,1.7439,0.0004,4,73,0.055,"71,60,42,25,53,73,4"
MAD_5000_PC,5000,True,15,0.6379,KMeans,8,0.132,38.6,1.6959,0.0018,4,60,0.067,"60,44,49,39,4,59,21,52"
MAD_5000_PC,5000,True,15,0.6379,Ward,2,0.1449,67.3,2.1435,-0.003,161,167,0.964,"161,167"
MAD_5000_PC,5000,True,15,0.6379,Ward,3,0.1161,48.6,2.3027,-0.0039,80,167,0.479,"167,81,80"
MAD_5000_PC,5000,True,15,0.6379,Ward,4,0.0982,42.1,2.3087,-0.0052,40,127,0.315,"127,81,80,40"
MAD_5000_PC,5000,True,15,0.6379,Ward,5,0.0877,38.3,2.2722,-0.0007,40,81,0.494,"81,40,80,70,57"
MAD_5000_PC,5000,True,15,0.6379,Ward,6,0.0932,36.7,2.1152,0.0038,22,80,0.275,"80,40,59,70,57,22"
MAD_5000_PC,5000,True,15,0.6379,Ward,7,0.0884,34.7,2.1077,0.0041,22,70,0.314,"40,70,59,42,57,22,38"
MAD_5000_PC,5000,True,15,0.6379,Ward,8,0.0981,32.9,1.9165,0.0042,4,70,0.057,"70,36,59,42,57,22,38,4"
MAD_5000_PC,5000,True,15,0.6379,GMM,2,0.0786,16.8,3.9407,0.0002,94,234,0.402,"234,94"
MAD_5000_PC,5000,True,15,0.6379,GMM,3,0.0579,26.2,2.9779,-0.003,75,138,0.543,"115,138,75"
MAD_5000_PC,5000,True,15,0.6379,GMM,4,0.0708,32.6,2.6618,-0.0052,45,122,0.369,"45,104,122,57"
MAD_5000_PC,5000,True,15,0.6379,GMM,6,0.0825,34.5,2.3055,-0.0022,39,81,0.481,"46,52,50,81,60,39"
MAD_5000_PC,5000,True,15,0.6379,Spectral,2,0.1851,82.2,1.857,-0.0038,117,211,0.555,"211,117"
MAD_5000_PC,5000,True,15,0.6379,Spectral,3,0.1305,58.2,2.2167,0.0007,74,142,0.521,"112,142,74"
MAD_5000_PC,5000,True,15,0.6379,Spectral,4,0.1193,50.2,2.1742,-0.0036,65,128,0.508,"70,128,65,65"
MAD_5000_PC,5000,True,15,0.6379,Spectral,5,0.1155,43.9,1.9773,-0.0048,31,123,0.252,"123,57,31,46,71"
MAD_5000_PC,5000,True,15,0.6379,Spectral,6,0.1247,42.4,2.028,0.0015,29,77,0.377,"67,29,77,58,58,39"
MAD_5000_PC,5000,True,15,0.6379,Spectral,7,0.1141,38.7,2.0094,0.0012,29,70,0.414,"35,70,29,54,58,43,39"
MAD_5000_PC,5000,True,15,0.6379,Spectral,8,0.0973,34.9,1.8753,-0.0011,20,74,0.27,"29,64,74,39,44,37,21,20"
MAD_5000_PC,5000,True,20,0.6777,KMeans,2,0.1728,78.5,1.9696,-0.0025,138,190,0.726,"190,138"
MAD_5000_PC,5000,True,20,0.6777,KMeans,3,0.137,56.8,2.1309,-0.0036,79,150,0.527,"99,79,150"
MAD_5000_PC,5000,True,20,0.6777,KMeans,4,0.1211,48.9,2.2645,-0.004,64,121,0.529,"64,72,71,121"
MAD_5000_PC,5000,True,20,0.6777,KMeans,5,0.1148,43.5,2.1774,-0.0038,44,78,0.564,"76,61,78,44,69"
MAD_5000_PC,5000,True,20,0.6777,KMeans,6,0.1148,40.2,2.058,-0.0029,32,73,0.438,"71,43,48,32,61,73"
MAD_5000_PC,5000,True,20,0.6777,KMeans,7,0.1118,36.8,1.9947,-0.0027,27,64,0.422,"27,42,39,63,64,31,62"
MAD_5000_PC,5000,True,20,0.6777,KMeans,8,0.109,34.3,1.9754,0.0008,23,55,0.418,"44,55,36,23,38,49,49,34"
MAD_5000_PC,5000,True,20,0.6777,Ward,2,0.1578,60.0,1.9771,-0.005,86,242,0.355,"242,86"
MAD_5000_PC,5000,True,20,0.6777,Ward,3,0.0765,45.1,2.7368,-0.0033,86,126,0.683,"126,86,116"
MAD_5000_PC,5000,True,20,0.6777,Ward,4,0.0794,38.7,2.4371,0.0002,37,116,0.319,"86,89,116,37"
MAD_5000_PC,5000,True,20,0.6777,Ward,5,0.085,35.6,2.265,0.004,22,116,0.19,"116,89,64,37,22"
MAD_5000_PC,5000,True,20,0.6777,Ward,6,0.0818,33.7,2.1034,0.0022,22,89,0.247,"89,37,64,80,22,36"
MAD_5000_PC,5000,True,20,0.6777,Ward,7,0.0916,31.3,1.9089,0.0024,4,85,0.047,"37,85,64,80,22,36,4"
MAD_5000_PC,5000,True,20,0.6777,Ward,8,0.0915,29.5,1.823,0.0026,4,85,0.047,"85,80,64,25,22,36,4,12"
MAD_5000_PC,5000,True,20,0.6777,GMM,2,0.0901,31.8,2.7797,0.0032,91,237,0.384,"237,91"
MAD_5000_PC,5000,True,20,0.6777,GMM,3,0.0569,28.4,3.0548,-0.0047,77,163,0.472,"88,77,163"
MAD_5000_PC,5000,True,20,0.6777,GMM,4,0.0719,33.6,2.4878,-0.0035,53,137,0.387,"137,55,53,83"
MAD_5000_PC,5000,True,20,0.6777,GMM,5,0.0885,35.6,2.2622,-0.0046,40,103,0.388,"75,50,60,40,103"
MAD_5000_PC,5000,True,20,0.6777,Spectral,2,0.1756,76.3,1.9239,-0.0039,115,213,0.54,"213,115"
MAD_5000_PC,5000,True,20,0.6777,Spectral,3,0.1226,53.3,2.3081,-0.0012,73,137,0.533,"118,73,137"
MAD_5000_PC,5000,True,20,0.6777,Spectral,4,0.1102,46.5,2.2344,-0.0031,54,134,0.403,"134,64,76,54"
MAD_5000_PC,5000,True,20,0.6777,Spectral,5,0.1064,39.9,2.0767,-0.004,30,135,0.222,"135,30,59,38,66"
MAD_5000_PC,5000,True,20,0.6777,Spectral,6,0.111,37.4,2.1402,0.0001,29,82,0.354,"29,58,31,60,82,68"
MAD_5000_PC,5000,True,20,0.6777,Spectral,7,0.0977,33.6,2.1484,-0.0025,29,81,0.358,"57,47,29,46,31,37,81"
MAD_5000_PC,5000,True,20,0.6777,Spectral,8,0.0913,31.1,2.0572,-0.0004,28,78,0.359,"29,51,78,31,28,38,42,31"
MAD_5000_PC,5000,True,30,0.7328,KMeans,2,0.1598,71.3,2.0671,-0.0025,138,190,0.726,"190,138"
MAD_5000_PC,5000,True,30,0.7328,KMeans,3,0.1254,51.3,2.2395,-0.0017,83,147,0.565,"98,147,83"
MAD_5000_PC,5000,True,30,0.7328,KMeans,4,0.1108,43.9,2.3821,-0.0034,64,123,0.52,"123,71,64,70"
MAD_5000_PC,5000,True,30,0.7328,KMeans,5,0.1037,38.8,2.3112,-0.0036,45,79,0.57,"45,60,75,79,69"
MAD_5000_PC,5000,True,30,0.7328,KMeans,6,0.1035,35.6,2.1865,-0.0016,28,74,0.378,"42,63,74,71,28,50"
MAD_5000_PC,5000,True,30,0.7328,KMeans,7,0.1101,32.6,1.9997,0.0005,4,76,0.053,"24,57,62,76,52,53,4"
MAD_5000_PC,5000,True,30,0.7328,KMeans,8,0.1057,29.9,2.0531,-0.0019,23,62,0.371,"33,36,62,23,55,55,27,37"
MAD_5000_PC,5000,True,30,0.7328,Ward,2,0.1425,61.5,2.1974,-0.0024,129,199,0.648,"199,129"
MAD_5000_PC,5000,True,30,0.7328,Ward,3,0.1004,41.5,2.3962,-0.0049,38,161,0.236,"129,161,38"
MAD_5000_PC,5000,True,30,0.7328,Ward,4,0.0825,35.5,2.4515,-0.0048,38,161,0.236,"161,76,38,53"
MAD_5000_PC,5000,True,30,0.7328,Ward,5,0.0656,32.1,2.5313,-0.0019,38,106,0.358,"76,106,38,53,55"
MAD_5000_PC,5000,True,30,0.7328,Ward,6,0.0654,29.4,2.4312,-0.0006,26,106,0.245,"106,53,38,50,55,26"
MAD_5000_PC,5000,True,30,0.7328,Ward,7,0.07,27.8,2.449,0.0012,26,56,0.464,"38,53,56,50,55,26,50"
MAD_5000_PC,5000,True,30,0.7328,Ward,8,0.0772,26.2,2.2512,0.0012,4,56,0.071,"53,50,56,34,55,26,50,4"
MAD_5000_PC,5000,True,30,0.7328,GMM,2,0.0751,31.7,3.0443,-0.0026,125,203,0.616,"203,125"
MAD_5000_PC,5000,True,30,0.7328,GMM,3,0.0707,32.5,2.8977,-0.0046,82,146,0.562,"146,100,82"
MAD_5000_PC,5000,True,30,0.7328,GMM,4,0.076,35.0,2.5158,-0.0015,66,121,0.545,"68,73,121,66"
