gene_set,n_genes,protein_coding_only,n_pcs,cum_explained_var,algorithm,k,silhouette,calinski_harabasz,davies_bouldin,min_cluster_size,max_cluster_size,size_balance,cluster_sizes
MAD_5000_ALL,5000,False,20,0.7868,GMM,5,0.109,138.3,2.2435,41,98,0.418,"48,88,41,53,98"
MAD_5000_ALL,5000,False,20,0.7868,Spectral,2,0.4461,327.0,0.9259,141,187,0.754,"141,187"
MAD_5000_ALL,5000,False,20,0.7868,Spectral,3,0.372,259.9,1.1874,86,141,0.61,"101,141,86"
MAD_5000_ALL,5000,False,20,0.7868,Spectral,4,0.214,192.5,1.7638,65,101,0.644,"101,76,86,65"
MAD_5000_ALL,5000,False,20,0.7868,Spectral,5,0.1671,164.2,1.8011,33,92,0.359,"65,33,92,76,62"
MAD_5000_ALL,5000,False,20,0.7868,Spectral,6,0.1498,140.3,1.8808,31,79,0.392,"44,65,31,79,76,33"
MAD_5000_ALL,5000,False,20,0.7868,Spectral,7,0.1383,123.5,1.9221,31,79,0.392,"54,31,33,44,46,79,41"
MAD_5000_ALL,5000,False,20,0.7868,Spectral,8,0.1371,112.4,1.9567,21,61,0.344,"54,46,44,41,29,21,61,32"
MAD_5000_ALL,5000,False,30,0.8182,KMeans,2,0.4283,302.8,0.9687,141,187,0.754,"141,187"
MAD_5000_ALL,5000,False,30,0.8182,KMeans,3,0.3553,236.3,1.252,92,141,0.652,"92,141,95"
MAD_5000_ALL,5000,False,30,0.8182,KMeans,4,0.295,177.6,1.5196,39,141,0.277,"64,141,84,39"
MAD_5000_ALL,5000,False,30,0.8182,KMeans,5,0.1537,148.1,1.9294,39,84,0.464,"64,76,39,84,65"
MAD_5000_ALL,5000,False,30,0.8182,KMeans,6,0.1416,126.7,2.05,30,73,0.411,"73,69,49,30,72,35"
MAD_5000_ALL,5000,False,30,0.8182,KMeans,7,0.1405,112.1,2.0688,24,76,0.316,"76,55,29,24,33,65,46"
MAD_5000_ALL,5000,False,30,0.8182,KMeans,8,0.1263,101.0,2.1043,21,64,0.328,"51,64,21,42,50,29,36,35"
MAD_5000_ALL,5000,False,30,0.8182,Ward,2,0.4283,302.8,0.9687,141,187,0.754,"187,141"
MAD_5000_ALL,5000,False,30,0.8182,Ward,3,0.3433,221.6,1.3057,61,141,0.433,"126,141,61"
MAD_5000_ALL,5000,False,30,0.8182,Ward,4,0.2873,171.1,1.5088,32,141,0.227,"141,94,61,32"
MAD_5000_ALL,5000,False,30,0.8182,Ward,5,0.1453,138.7,1.8828,30,111,0.27,"94,111,61,32,30"
MAD_5000_ALL,5000,False,30,0.8182,Ward,6,0.1374,118.0,2.0932,30,111,0.27,"111,47,61,32,30,47"
MAD_5000_ALL,5000,False,30,0.8182,Ward,7,0.1211,104.3,2.1555,29,82,0.354,"61,47,82,32,30,47,29"
MAD_5000_ALL,5000,False,30,0.8182,Ward,8,0.1176,93.6,2.2115,13,82,0.159,"47,13,82,48,30,47,29,32"
MAD_5000_ALL,5000,False,30,0.8182,GMM,2,0.4283,302.8,0.9687,141,187,0.754,"141,187"
MAD_5000_ALL,5000,False,30,0.8182,GMM,3,0.3411,227.4,1.3136,92,141,0.652,"95,141,92"
MAD_5000_ALL,5000,False,30,0.8182,Spectral,2,0.4283,302.8,0.9687,141,187,0.754,"141,187"
MAD_5000_ALL,5000,False,30,0.8182,Spectral,3,0.3538,235.4,1.2597,93,141,0.66,"94,141,93"
MAD_5000_ALL,5000,False,30,0.8182,Spectral,4,0.1996,173.0,1.8506,54,94,0.574,"93,87,94,54"
MAD_5000_ALL,5000,False,30,0.8182,Spectral,5,0.1533,146.5,1.8919,32,91,0.352,"64,87,54,32,91"
MAD_5000_ALL,5000,False,30,0.8182,Spectral,6,0.1382,125.0,2.0093,32,87,0.368,"54,76,87,33,46,32"
MAD_5000_ALL,5000,False,30,0.8182,Spectral,7,0.1266,110.0,2.0674,32,76,0.421,"52,46,76,47,32,42,33"
MAD_5000_ALL,5000,False,30,0.8182,Spectral,8,0.1249,99.6,2.0996,23,61,0.377,"32,52,42,23,29,47,42,61"
